=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-Golden-n324/Vrp-Set-Golden-n324-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 23 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 323 CLIENTS AND 23 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 0.86 | Feas 39 764.70 773.73 | Inf 39 765.75 776.63 | Div 0.58 0.59 | Feas 0.62 1.00 | Pen 0.10 0.85
It    500    265 | T(s) 3.23 | Feas 61 759.73 762.35 | Inf 26 757.73 764.87 | Div 0.51 0.57 | Feas 0.41 1.00 | Pen 0.10 0.38
It   1000    163 | T(s) 5.58 | Feas 45 753.82 758.93 | Inf 65 753.72 756.38 | Div 0.46 0.43 | Feas 0.40 1.00 | Pen 0.10 0.17
It   1500    267 | T(s) 7.86 | Feas 33 752.56 757.97 | Inf 40 752.38 755.29 | Div 0.51 0.45 | Feas 0.33 1.00 | Pen 0.10 0.10
It   2000    106 | T(s) 10.10 | Feas 39 750.33 755.39 | Inf 39 750.92 754.97 | Div 0.47 0.48 | Feas 0.39 1.00 | Pen 0.10 0.10
It   2500    334 | T(s) 12.27 | Feas 57 749.12 753.14 | Inf 61 749.16 753.49 | Div 0.42 0.45 | Feas 0.43 1.00 | Pen 0.10 0.10
It   3000    834 | T(s) 14.46 | Feas 64 749.12 752.29 | Inf 49 746.54 753.06 | Div 0.42 0.46 | Feas 0.33 1.00 | Pen 0.10 0.10
It   3500      1 | T(s) 16.61 | Feas 30 747.04 752.32 | Inf 37 746.54 752.26 | Div 0.46 0.47 | Feas 0.35 1.00 | Pen 0.10 0.10
It   4000    297 | T(s) 18.79 | Feas 48 746.32 751.52 | Inf 38 745.87 750.85 | Div 0.45 0.46 | Feas 0.30 1.00 | Pen 0.10 0.10
It   4500    206 | T(s) 20.97 | Feas 49 746.07 749.79 | Inf 54 745.87 748.48 | Div 0.41 0.39 | Feas 0.35 1.00 | Pen 0.10 0.10
It   5000    706 | T(s) 23.11 | Feas 51 746.07 749.23 | Inf 29 745.27 750.20 | Div 0.41 0.47 | Feas 0.22 1.00 | Pen 0.10 0.10
It   5500   1206 | T(s) 25.25 | Feas 63 746.07 749.57 | Inf 39 745.27 748.85 | Div 0.41 0.44 | Feas 0.39 1.00 | Pen 0.10 0.10
It   6000   1706 | T(s) 27.37 | Feas 43 746.07 748.65 | Inf 56 744.90 747.02 | Div 0.39 0.39 | Feas 0.24 1.00 | Pen 0.10 0.10
It   6500    152 | T(s) 29.45 | Feas 38 745.22 747.88 | Inf 60 744.37 746.59 | Div 0.37 0.36 | Feas 0.40 1.00 | Pen 0.10 0.10
It   7000    652 | T(s) 31.50 | Feas 29 745.22 749.54 | Inf 62 744.37 746.74 | Div 0.43 0.35 | Feas 0.33 1.00 | Pen 0.10 0.10
It   7500    176 | T(s) 33.56 | Feas 28 744.71 751.08 | Inf 54 743.76 746.46 | Div 0.47 0.36 | Feas 0.38 1.00 | Pen 0.10 0.10
It   8000    156 | T(s) 35.61 | Feas 50 744.21 747.86 | Inf 30 743.76 748.52 | Div 0.38 0.45 | Feas 0.40 1.00 | Pen 0.10 0.10
It   8500    656 | T(s) 37.72 | Feas 60 744.21 749.06 | Inf 56 743.76 745.70 | Div 0.41 0.36 | Feas 0.38 1.00 | Pen 0.10 0.10
It   9000    182 | T(s) 39.73 | Feas 42 744.16 748.68 | Inf 46 743.76 745.24 | Div 0.39 0.34 | Feas 0.32 1.00 | Pen 0.10 0.10
It   9500    298 | T(s) 41.80 | Feas 30 743.53 749.40 | Inf 51 743.76 746.35 | Div 0.41 0.37 | Feas 0.35 1.00 | Pen 0.10 0.10
It  10000    798 | T(s) 43.79 | Feas 44 743.53 745.71 | Inf 39 743.76 745.97 | Div 0.33 0.35 | Feas 0.44 1.00 | Pen 0.10 0.10
It  10500   1298 | T(s) 45.80 | Feas 41 743.53 746.53 | Inf 28 743.76 748.40 | Div 0.34 0.42 | Feas 0.39 1.00 | Pen 0.10 0.10
It  11000    147 | T(s) 47.92 | Feas 47 743.10 746.15 | Inf 64 742.86 745.76 | Div 0.36 0.35 | Feas 0.31 1.00 | Pen 0.10 0.10
It  11500    647 | T(s) 49.95 | Feas 32 743.10 746.73 | Inf 47 742.86 745.37 | Div 0.38 0.35 | Feas 0.42 1.00 | Pen 0.10 0.10
It  12000   1147 | T(s) 51.92 | Feas 43 743.10 747.07 | Inf 28 742.86 746.72 | Div 0.39 0.42 | Feas 0.39 1.00 | Pen 0.10 0.10
It  12500   1647 | T(s) 53.94 | Feas 52 743.10 745.39 | Inf 54 742.75 745.71 | Div 0.34 0.37 | Feas 0.36 1.00 | Pen 0.10 0.10
It  13000    114 | T(s) 55.90 | Feas 58 743.09 745.08 | Inf 37 742.75 746.77 | Div 0.32 0.41 | Feas 0.44 1.00 | Pen 0.10 0.10
It  13500    614 | T(s) 58.00 | Feas 26 743.09 748.68 | Inf 61 742.71 745.53 | Div 0.43 0.37 | Feas 0.35 1.00 | Pen 0.10 0.10
It  14000   1114 | T(s) 60.02 | Feas 55 743.09 745.12 | Inf 53 742.71 744.82 | Div 0.32 0.36 | Feas 0.41 1.00 | Pen 0.10 0.10
It  14500    346 | T(s) 62.01 | Feas 58 742.85 744.49 | Inf 42 742.71 744.13 | Div 0.30 0.35 | Feas 0.32 1.00 | Pen 0.10 0.10
It  15000    846 | T(s) 63.98 | Feas 26 742.85 746.82 | Inf 48 742.71 744.01 | Div 0.41 0.35 | Feas 0.32 1.00 | Pen 0.10 0.10
It  15500   1346 | T(s) 65.95 | Feas 52 742.85 744.64 | Inf 45 742.71 745.53 | Div 0.32 0.37 | Feas 0.41 1.00 | Pen 0.10 0.10
It  16000   1846 | T(s) 67.90 | Feas 63 742.85 744.05 | Inf 26 742.71 747.94 | Div 0.27 0.44 | Feas 0.43 1.00 | Pen 0.10 0.10
It  16500    222 | T(s) 69.94 | Feas 27 742.69 745.33 | Inf 35 741.47 745.50 | Div 0.36 0.39 | Feas 0.33 1.00 | Pen 0.10 0.10
It  17000    722 | T(s) 71.99 | Feas 46 742.69 744.65 | Inf 53 741.39 743.91 | Div 0.31 0.35 | Feas 0.22 1.00 | Pen 0.10 0.10
It  17500   1222 | T(s) 73.99 | Feas 37 742.69 744.46 | Inf 50 741.39 743.46 | Div 0.34 0.35 | Feas 0.35 1.00 | Pen 0.10 0.10
It  18000   1722 | T(s) 76.02 | Feas 30 742.69 746.73 | Inf 42 741.39 743.20 | Div 0.39 0.34 | Feas 0.43 1.00 | Pen 0.10 0.10
It  18500   2222 | T(s) 78.11 | Feas 28 742.69 747.09 | Inf 44 741.39 745.84 | Div 0.40 0.40 | Feas 0.31 1.00 | Pen 0.10 0.10
It  19000   2722 | T(s) 80.20 | Feas 65 742.69 743.92 | Inf 29 741.39 748.13 | Div 0.30 0.45 | Feas 0.43 1.00 | Pen 0.10 0.10
It  19500   3222 | T(s) 82.26 | Feas 62 742.69 744.53 | Inf 55 741.21 744.80 | Div 0.33 0.39 | Feas 0.42 1.00 | Pen 0.10 0.10
It  20000   3722 | T(s) 84.31 | Feas 61 742.69 743.67 | Inf 52 741.21 745.50 | Div 0.29 0.40 | Feas 0.38 1.00 | Pen 0.10 0.10
It  20500   4222 | T(s) 86.37 | Feas 40 742.69 745.12 | Inf 25 741.21 747.68 | Div 0.35 0.46 | Feas 0.39 1.00 | Pen 0.10 0.10
It  21000    410 | T(s) 88.25 | Feas 38 742.54 744.15 | Inf 46 741.21 743.15 | Div 0.31 0.35 | Feas 0.37 1.00 | Pen 0.10 0.10
It  21500    910 | T(s) 90.23 | Feas 39 742.54 744.22 | Inf 44 741.21 743.05 | Div 0.32 0.36 | Feas 0.31 1.00 | Pen 0.10 0.10
It  22000   1410 | T(s) 92.22 | Feas 28 742.54 744.57 | Inf 25 741.21 744.88 | Div 0.35 0.40 | Feas 0.43 1.00 | Pen 0.10 0.10
It  22500      8 | T(s) 94.26 | Feas 56 741.93 743.26 | Inf 33 740.78 744.23 | Div 0.26 0.39 | Feas 0.23 1.00 | Pen 0.10 0.10
It  23000    508 | T(s) 96.17 | Feas 45 741.93 743.09 | Inf 63 740.78 742.43 | Div 0.23 0.32 | Feas 0.31 1.00 | Pen 0.10 0.10
It  23500    276 | T(s) 98.12 | Feas 46 741.78 743.16 | Inf 35 740.78 743.13 | Div 0.24 0.36 | Feas 0.30 1.00 | Pen 0.10 0.10
It  24000    776 | T(s) 100.05 | Feas 27 741.78 743.42 | Inf 27 740.78 744.39 | Div 0.28 0.38 | Feas 0.37 1.00 | Pen 0.10 0.10
It  24500     77 | T(s) 101.98 | Feas 58 741.71 742.71 | Inf 58 740.78 742.49 | Div 0.20 0.33 | Feas 0.41 1.00 | Pen 0.10 0.10
It  25000    577 | T(s) 103.97 | Feas 50 741.71 742.84 | Inf 43 740.78 742.68 | Div 0.25 0.34 | Feas 0.38 1.00 | Pen 0.10 0.10
It  25500   1077 | T(s) 105.98 | Feas 35 741.71 744.77 | Inf 35 740.78 742.59 | Div 0.33 0.33 | Feas 0.41 1.00 | Pen 0.10 0.10
It  26000   1577 | T(s) 108.06 | Feas 52 741.71 744.37 | Inf 59 740.38 743.39 | Div 0.30 0.33 | Feas 0.19 1.00 | Pen 0.10 0.10
It  26500   2077 | T(s) 110.04 | Feas 30 741.71 744.03 | Inf 42 740.38 744.08 | Div 0.28 0.37 | Feas 0.46 1.00 | Pen 0.10 0.10
It  27000   2577 | T(s) 111.97 | Feas 58 741.71 742.60 | Inf 28 740.38 746.42 | Div 0.19 0.42 | Feas 0.33 1.00 | Pen 0.10 0.10
It  27500   3077 | T(s) 113.90 | Feas 60 741.71 743.44 | Inf 51 740.38 744.23 | Div 0.24 0.37 | Feas 0.37 1.00 | Pen 0.10 0.10
