=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-A-n37/Vrp-Set-A-n37-hgs/1.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 11 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 36 CLIENTS AND 11 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 0.05 | Feas 57 950.85 958.36 | Inf 47 935.26 945.00 | Div 0.32 0.34 | Feas 0.13 1.00 | Pen 2.20 0.85
It    500    502 | T(s) 0.20 | Feas 51 950.85 953.81 | Inf 44 934.49 938.81 | Div 0.33 0.27 | Feas 0.16 1.00 | Pen 2.20 0.38
It   1000   1002 | T(s) 0.34 | Feas 62 950.85 953.53 | Inf 44 935.81 943.22 | Div 0.28 0.30 | Feas 0.13 1.00 | Pen 2.64 0.17
It   1500   1502 | T(s) 0.48 | Feas 36 950.85 959.71 | Inf 57 934.76 939.87 | Div 0.43 0.27 | Feas 0.31 1.00 | Pen 2.29 0.10
It   2000   2002 | T(s) 0.62 | Feas 49 950.85 954.39 | Inf 59 936.13 944.45 | Div 0.35 0.29 | Feas 0.15 1.00 | Pen 2.75 0.10
It   2500   2502 | T(s) 0.76 | Feas 37 950.85 956.68 | Inf 25 934.90 949.90 | Div 0.39 0.47 | Feas 0.25 1.00 | Pen 2.34 0.10
It   3000   3002 | T(s) 0.89 | Feas 54 950.85 954.92 | Inf 50 934.90 940.13 | Div 0.35 0.28 | Feas 0.21 1.00 | Pen 2.34 0.10
It   3500   3502 | T(s) 1.03 | Feas 31 950.85 958.36 | Inf 35 935.04 943.67 | Div 0.44 0.36 | Feas 0.21 1.00 | Pen 2.38 0.10
It   4000   4002 | T(s) 1.17 | Feas 45 950.85 955.26 | Inf 30 935.18 946.04 | Div 0.35 0.41 | Feas 0.12 1.00 | Pen 2.43 0.10
It   4500   4502 | T(s) 1.32 | Feas 45 950.85 954.37 | Inf 51 935.33 942.23 | Div 0.37 0.30 | Feas 0.25 1.00 | Pen 2.48 0.10
It   5000   5002 | T(s) 1.45 | Feas 45 950.85 955.67 | Inf 32 935.33 946.59 | Div 0.37 0.40 | Feas 0.25 1.00 | Pen 2.48 0.10
It   5500   5502 | T(s) 1.59 | Feas 63 950.85 953.07 | Inf 56 935.47 940.60 | Div 0.27 0.26 | Feas 0.15 1.00 | Pen 2.53 0.10
It   6000   6002 | T(s) 1.73 | Feas 51 950.85 954.18 | Inf 39 934.34 940.12 | Div 0.33 0.32 | Feas 0.19 1.00 | Pen 2.15 0.10
It   6500   6502 | T(s) 1.87 | Feas 57 950.85 953.56 | Inf 29 934.60 945.65 | Div 0.31 0.43 | Feas 0.21 1.00 | Pen 2.24 0.10
It   7000   7002 | T(s) 2.00 | Feas 41 950.85 954.49 | Inf 49 934.73 940.72 | Div 0.34 0.30 | Feas 0.22 1.00 | Pen 2.28 0.10
It   7500   7502 | T(s) 2.14 | Feas 50 950.85 954.45 | Inf 45 934.73 940.74 | Div 0.33 0.31 | Feas 0.20 1.00 | Pen 2.28 0.10
It   8000   8002 | T(s) 2.28 | Feas 26 950.85 962.78 | Inf 25 934.87 955.65 | Div 0.50 0.51 | Feas 0.26 1.00 | Pen 2.33 0.10
It   8500   8502 | T(s) 2.43 | Feas 63 950.85 953.78 | Inf 52 934.87 939.82 | Div 0.30 0.26 | Feas 0.20 1.00 | Pen 2.33 0.10
It   9000   9002 | T(s) 2.56 | Feas 55 950.85 953.51 | Inf 39 934.87 941.37 | Div 0.31 0.33 | Feas 0.21 1.00 | Pen 2.33 0.10
It   9500   9502 | T(s) 2.71 | Feas 34 950.85 957.42 | Inf 28 936.26 949.88 | Div 0.43 0.43 | Feas 0.22 1.00 | Pen 2.79 0.10
It  10000  10002 | T(s) 2.84 | Feas 58 950.85 952.68 | Inf 39 933.44 939.52 | Div 0.24 0.33 | Feas 0.27 1.00 | Pen 2.02 0.10
It  10500  10502 | T(s) 2.98 | Feas 36 950.85 956.02 | Inf 33 934.00 943.04 | Div 0.40 0.40 | Feas 0.29 1.00 | Pen 2.06 0.10
It  11000  11002 | T(s) 3.12 | Feas 26 950.85 963.94 | Inf 57 935.30 940.94 | Div 0.52 0.26 | Feas 0.25 1.00 | Pen 2.47 0.10
It  11500  11502 | T(s) 3.26 | Feas 30 950.85 960.54 | Inf 57 936.95 943.07 | Div 0.47 0.26 | Feas 0.25 1.00 | Pen 3.02 0.10
It  12000  12002 | T(s) 3.40 | Feas 51 950.85 953.29 | Inf 63 934.44 937.64 | Div 0.30 0.21 | Feas 0.21 1.00 | Pen 2.18 0.10
It  12500  12502 | T(s) 3.54 | Feas 26 950.85 962.36 | Inf 46 934.57 941.59 | Div 0.50 0.30 | Feas 0.29 1.00 | Pen 2.23 0.10
It  13000  13002 | T(s) 3.67 | Feas 36 950.85 955.90 | Inf 26 934.70 947.69 | Div 0.38 0.46 | Feas 0.21 1.00 | Pen 2.27 0.10
It  13500  13502 | T(s) 3.81 | Feas 50 950.85 954.30 | Inf 62 936.23 943.26 | Div 0.32 0.25 | Feas 0.15 1.00 | Pen 2.78 0.10
It  14000  14002 | T(s) 3.95 | Feas 40 950.85 954.09 | Inf 35 934.98 944.62 | Div 0.35 0.37 | Feas 0.21 1.00 | Pen 2.36 0.10
It  14500  14502 | T(s) 4.10 | Feas 31 950.85 957.53 | Inf 25 935.12 953.56 | Div 0.42 0.48 | Feas 0.21 1.00 | Pen 2.41 0.10
It  15000  15002 | T(s) 4.24 | Feas 50 950.85 954.81 | Inf 54 935.27 941.81 | Div 0.35 0.30 | Feas 0.28 1.00 | Pen 2.46 0.10
It  15500  15502 | T(s) 4.37 | Feas 59 950.85 953.16 | Inf 34 935.27 944.80 | Div 0.30 0.39 | Feas 0.21 1.00 | Pen 2.46 0.10
It  16000  16002 | T(s) 4.51 | Feas 45 950.85 955.62 | Inf 62 934.28 937.91 | Div 0.36 0.23 | Feas 0.16 1.00 | Pen 2.13 0.10
It  16500  16502 | T(s) 4.65 | Feas 59 950.85 953.54 | Inf 51 934.41 938.21 | Div 0.31 0.26 | Feas 0.23 1.00 | Pen 2.17 0.10
It  17000  17002 | T(s) 4.79 | Feas 42 950.85 955.40 | Inf 38 934.54 941.55 | Div 0.36 0.36 | Feas 0.16 1.00 | Pen 2.22 0.10
It  17500  17502 | T(s) 4.93 | Feas 35 950.85 955.69 | Inf 25 934.54 948.37 | Div 0.38 0.46 | Feas 0.25 1.00 | Pen 2.22 0.10
