=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-Li-n801/Vrp-Set-Li-n801-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 16 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 800 CLIENTS AND 16 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 5.33 | Feas 60 25188.50 25628.98 | NO-INFEASIBLE | Div 0.31 -1.00 | Feas 1.00 1.00 | Pen 34.00 0.85
It    500    119 | T(s) 13.18 | Feas 27 23999.39 24225.74 | NO-INFEASIBLE | Div 0.19 -1.00 | Feas 1.00 1.00 | Pen 15.09 0.38
It   1000     12 | T(s) 19.38 | Feas 35 23978.93 23991.74 | NO-INFEASIBLE | Div 0.13 -1.00 | Feas 1.00 1.00 | Pen 6.69 0.17
It   1500     94 | T(s) 24.78 | Feas 43 23977.73 23979.33 | NO-INFEASIBLE | Div 0.09 -1.00 | Feas 1.00 1.00 | Pen 2.97 0.10
It   2000     64 | T(s) 29.52 | Feas 51 23977.73 23978.11 | Inf 1 24535.77 24535.77 | Div 0.07 -nan | Feas 0.99 1.00 | Pen 1.32 0.10
It   2500    564 | T(s) 34.98 | Feas 50 23977.73 23982.14 | Inf 61 24083.18 24460.48 | Div 0.10 0.12 | Feas 0.62 1.00 | Pen 0.58 0.10
It   3000   1064 | T(s) 40.72 | Feas 44 23977.73 23978.39 | Inf 26 24054.57 24127.58 | Div 0.08 0.15 | Feas 0.66 1.00 | Pen 0.26 0.10
It   3500    413 | T(s) 46.72 | Feas 63 23977.73 23977.92 | Inf 40 23898.27 23928.78 | Div 0.07 0.14 | Feas 0.49 1.00 | Pen 0.12 0.10
It   4000    913 | T(s) 53.51 | Feas 29 23977.73 23980.61 | Inf 58 23845.62 23884.42 | Div 0.09 0.13 | Feas 0.44 1.00 | Pen 0.10 0.10
It   4500   1413 | T(s) 61.00 | Feas 34 23977.73 23978.13 | Inf 61 23845.62 23863.70 | Div 0.08 0.12 | Feas 0.36 1.00 | Pen 0.10 0.10
It   5000   1913 | T(s) 68.39 | Feas 39 23977.73 23978.15 | Inf 42 23844.65 23855.49 | Div 0.08 0.12 | Feas 0.28 1.00 | Pen 0.10 0.10
It   5500   2413 | T(s) 75.94 | Feas 29 23977.73 23981.32 | Inf 56 23839.77 23862.33 | Div 0.11 0.13 | Feas 0.26 1.00 | Pen 0.10 0.10
