=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-X-n670/Vrp-Set-X-n670-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 167 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 669 CLIENTS AND 167 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 2.29 | NO-FEASIBLE | Inf 60 145688.52 146104.65 | Div -1.00 0.64 | Feas 0.00 1.00 | Pen 16.14 0.85
It    500     65 | T(s) 9.02 | Feas 30 150778.09 152179.42 | Inf 64 148729.21 149177.17 | Div 0.50 0.53 | Feas 0.04 1.00 | Pen 40.16 0.38
It   1000     20 | T(s) 14.44 | Feas 42 149710.85 150485.29 | Inf 25 148795.23 153984.60 | Div 0.48 0.60 | Feas 0.09 1.00 | Pen 99.93 0.17
It   1500    192 | T(s) 19.23 | Feas 29 148962.14 149608.08 | Inf 59 148338.30 148895.76 | Div 0.48 0.43 | Feas 0.19 1.00 | Pen 99.93 0.10
It   2000     71 | T(s) 23.99 | Feas 49 148502.85 148769.75 | Inf 53 148266.46 148509.01 | Div 0.33 0.35 | Feas 0.20 1.00 | Pen 119.91 0.10
It   2500    134 | T(s) 28.38 | Feas 63 148401.80 148537.39 | Inf 34 147918.90 148335.71 | Div 0.34 0.43 | Feas 0.22 1.00 | Pen 101.93 0.10
It   3000    150 | T(s) 32.66 | Feas 25 148360.67 148723.37 | Inf 61 147544.73 147864.12 | Div 0.44 0.38 | Feas 0.27 1.00 | Pen 88.37 0.10
It   3500     44 | T(s) 37.14 | Feas 25 148104.40 148662.82 | Inf 65 147649.69 147871.84 | Div 0.47 0.37 | Feas 0.13 1.00 | Pen 127.25 0.10
It   4000    453 | T(s) 41.74 | Feas 43 147863.37 148145.01 | Inf 51 147637.57 147830.70 | Div 0.40 0.37 | Feas 0.19 1.00 | Pen 127.25 0.10
It   4500    111 | T(s) 46.25 | Feas 40 147819.51 148012.41 | Inf 53 147620.12 147794.84 | Div 0.39 0.37 | Feas 0.15 1.00 | Pen 152.70 0.10
It   5000    278 | T(s) 50.66 | Feas 50 147763.07 147917.84 | Inf 63 147401.57 147540.68 | Div 0.41 0.36 | Feas 0.21 1.00 | Pen 110.33 0.10
It   5500    296 | T(s) 54.94 | Feas 42 147708.61 147927.12 | Inf 53 147333.40 147415.89 | Div 0.41 0.28 | Feas 0.12 1.00 | Pen 112.54 0.10
It   6000    416 | T(s) 59.38 | Feas 45 147580.79 147717.20 | Inf 40 147318.00 147455.33 | Div 0.35 0.39 | Feas 0.16 1.00 | Pen 112.54 0.10
It   6500     90 | T(s) 63.69 | Feas 44 147559.40 147640.38 | Inf 56 147045.14 147197.23 | Div 0.33 0.34 | Feas 0.26 1.00 | Pen 82.93 0.10
It   7000     58 | T(s) 68.06 | Feas 49 147492.64 147623.50 | Inf 47 147053.43 147163.40 | Div 0.36 0.34 | Feas 0.23 1.00 | Pen 84.59 0.10
It   7500     61 | T(s) 72.27 | Feas 48 147351.88 147504.74 | Inf 58 146946.83 147044.46 | Div 0.35 0.33 | Feas 0.25 1.00 | Pen 73.34 0.10
It   8000     23 | T(s) 76.39 | Feas 28 147251.07 147469.66 | Inf 37 146718.91 146988.96 | Div 0.40 0.38 | Feas 0.17 1.00 | Pen 62.34 0.10
It   8500    197 | T(s) 80.57 | Feas 27 147127.75 147428.01 | Inf 25 146665.22 146953.33 | Div 0.41 0.44 | Feas 0.19 1.00 | Pen 52.99 0.10
It   9000    697 | T(s) 84.76 | Feas 43 147127.75 147281.42 | Inf 29 146644.40 146999.47 | Div 0.37 0.45 | Feas 0.19 1.00 | Pen 63.59 0.10
It   9500   1197 | T(s) 88.92 | Feas 39 147127.75 147232.97 | Inf 48 146568.52 146683.08 | Div 0.36 0.36 | Feas 0.19 1.00 | Pen 54.05 0.10
It  10000    145 | T(s) 93.06 | Feas 45 147104.16 147181.06 | Inf 45 146514.90 146688.40 | Div 0.35 0.38 | Feas 0.13 1.00 | Pen 55.13 0.10
It  10500     82 | T(s) 97.22 | Feas 60 147091.15 147146.48 | Inf 30 146514.90 146728.92 | Div 0.32 0.42 | Feas 0.18 1.00 | Pen 55.13 0.10
It  11000    179 | T(s) 101.49 | Feas 41 147067.64 147193.93 | Inf 29 146611.72 146688.61 | Div 0.37 0.38 | Feas 0.12 1.00 | Pen 66.16 0.10
It  11500    679 | T(s) 105.61 | Feas 27 147067.64 147339.48 | Inf 49 146533.31 146592.59 | Div 0.42 0.35 | Feas 0.24 1.00 | Pen 57.36 0.10
It  12000    390 | T(s) 109.74 | Feas 60 147055.39 147130.91 | Inf 31 146526.74 146613.29 | Div 0.34 0.39 | Feas 0.24 1.00 | Pen 58.50 0.10
It  12500    890 | T(s) 113.90 | Feas 43 147055.39 147145.38 | Inf 61 146509.87 146640.30 | Div 0.37 0.37 | Feas 0.19 1.00 | Pen 58.50 0.10
It  13000     42 | T(s) 118.02 | Feas 31 147048.14 147199.17 | Inf 49 146509.87 146598.64 | Div 0.40 0.37 | Feas 0.18 1.00 | Pen 58.50 0.10
It  13500      7 | T(s) 122.29 | Feas 34 147012.81 147241.58 | Inf 43 146573.54 146720.45 | Div 0.41 0.40 | Feas 0.21 1.00 | Pen 70.21 0.10
It  14000    157 | T(s) 126.51 | Feas 26 147000.47 147228.14 | Inf 27 146555.73 146877.08 | Div 0.41 0.45 | Feas 0.10 1.00 | Pen 71.61 0.10
It  14500    286 | T(s) 130.73 | Feas 51 146973.16 147080.73 | Inf 39 146392.27 146621.22 | Div 0.36 0.41 | Feas 0.26 1.00 | Pen 52.77 0.10
It  15000    786 | T(s) 134.91 | Feas 54 146973.16 147004.83 | Inf 38 146486.84 146683.11 | Div 0.30 0.42 | Feas 0.22 1.00 | Pen 64.59 0.10
It  15500   1286 | T(s) 139.13 | Feas 42 146973.16 147019.62 | Inf 63 146486.84 146567.98 | Div 0.35 0.36 | Feas 0.22 1.00 | Pen 64.59 0.10
It  16000     50 | T(s) 143.09 | Feas 60 146942.51 146993.64 | Inf 43 146386.99 146474.09 | Div 0.30 0.33 | Feas 0.21 1.00 | Pen 54.90 0.10
It  16500    127 | T(s) 147.27 | Feas 25 146927.23 147138.59 | Inf 33 146386.99 146569.06 | Div 0.38 0.40 | Feas 0.21 1.00 | Pen 54.90 0.10
