=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-CMT-n151/Vrp-Set-CMT-n151-hgs/1.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 18 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 150 CLIENTS AND 18 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 0.27 | Feas 60 1051.43 1064.37 | Inf 5 1060.64 1083.43 | Div 0.42 0.47 | Feas 0.95 1.00 | Pen 1.90 0.85
It    500     47 | T(s) 0.78 | Feas 27 1036.14 1048.17 | Inf 64 1033.49 1042.95 | Div 0.40 0.29 | Feas 0.54 1.00 | Pen 0.84 0.38
It   1000    104 | T(s) 1.30 | Feas 54 1030.15 1036.14 | Inf 28 1030.58 1036.83 | Div 0.28 0.35 | Feas 0.25 1.00 | Pen 0.72 0.17
It   1500    604 | T(s) 1.82 | Feas 28 1030.15 1035.68 | Inf 31 1029.71 1033.23 | Div 0.31 0.30 | Feas 0.25 1.00 | Pen 0.62 0.10
It   2000     36 | T(s) 2.37 | Feas 64 1029.31 1033.72 | Inf 31 1027.26 1034.95 | Div 0.27 0.33 | Feas 0.19 1.00 | Pen 0.62 0.10
It   2500    536 | T(s) 2.92 | Feas 42 1029.31 1034.60 | Inf 31 1026.83 1030.75 | Div 0.30 0.28 | Feas 0.16 1.00 | Pen 0.63 0.10
It   3000     15 | T(s) 3.47 | Feas 49 1028.42 1031.40 | Inf 51 1026.83 1028.43 | Div 0.26 0.22 | Feas 0.24 1.00 | Pen 0.63 0.10
It   3500    515 | T(s) 4.02 | Feas 37 1028.42 1030.36 | Inf 33 1026.34 1028.04 | Div 0.23 0.21 | Feas 0.23 1.00 | Pen 0.63 0.10
It   4000   1015 | T(s) 4.57 | Feas 28 1028.42 1032.07 | Inf 58 1022.81 1024.02 | Div 0.28 0.16 | Feas 0.17 1.00 | Pen 0.54 0.10
It   4500   1515 | T(s) 5.13 | Feas 58 1028.42 1029.08 | Inf 50 1023.38 1026.77 | Div 0.13 0.25 | Feas 0.31 1.00 | Pen 0.56 0.10
It   5000   2015 | T(s) 5.69 | Feas 29 1028.42 1030.01 | Inf 26 1019.30 1027.29 | Div 0.23 0.30 | Feas 0.27 1.00 | Pen 0.49 0.10
It   5500   2515 | T(s) 6.27 | Feas 40 1028.42 1029.81 | Inf 29 1022.90 1026.75 | Div 0.20 0.22 | Feas 0.22 1.00 | Pen 0.58 0.10
It   6000   3015 | T(s) 6.83 | Feas 65 1028.42 1029.18 | Inf 60 1023.33 1026.17 | Div 0.13 0.20 | Feas 0.09 1.00 | Pen 0.60 0.10
It   6500   3515 | T(s) 7.37 | Feas 56 1028.42 1028.98 | Inf 39 1020.03 1022.13 | Div 0.12 0.17 | Feas 0.17 1.00 | Pen 0.51 0.10
It   7000   4015 | T(s) 7.94 | Feas 58 1028.42 1029.11 | Inf 41 1028.05 1029.18 | Div 0.13 0.17 | Feas 0.13 1.00 | Pen 0.73 0.10
It   7500   4515 | T(s) 8.48 | Feas 58 1028.42 1028.87 | Inf 56 1020.78 1022.36 | Div 0.08 0.14 | Feas 0.16 1.00 | Pen 0.53 0.10
It   8000   5015 | T(s) 9.04 | Feas 44 1028.42 1029.12 | Inf 48 1024.68 1025.53 | Div 0.13 0.13 | Feas 0.25 1.00 | Pen 0.63 0.10
It   8500   5515 | T(s) 9.59 | Feas 62 1028.42 1029.00 | Inf 36 1025.63 1027.09 | Div 0.11 0.15 | Feas 0.14 1.00 | Pen 0.66 0.10
It   9000   6015 | T(s) 10.13 | Feas 36 1028.42 1029.67 | Inf 58 1025.63 1026.91 | Div 0.17 0.17 | Feas 0.22 1.00 | Pen 0.66 0.10
It   9500   6515 | T(s) 10.67 | Feas 51 1028.42 1029.23 | Inf 54 1025.63 1026.65 | Div 0.14 0.16 | Feas 0.20 1.00 | Pen 0.66 0.10
It  10000   7015 | T(s) 11.22 | Feas 46 1028.42 1029.37 | Inf 39 1026.12 1027.52 | Div 0.15 0.15 | Feas 0.15 1.00 | Pen 0.67 0.10
It  10500   7515 | T(s) 11.78 | Feas 46 1028.42 1029.39 | Inf 65 1022.39 1022.87 | Div 0.14 0.09 | Feas 0.20 1.00 | Pen 0.57 0.10
It  11000   8015 | T(s) 12.33 | Feas 64 1028.42 1029.72 | Inf 59 1026.61 1028.13 | Div 0.14 0.16 | Feas 0.14 1.00 | Pen 0.68 0.10
It  11500   8515 | T(s) 12.86 | Feas 40 1028.42 1029.83 | Inf 47 1022.81 1024.93 | Div 0.17 0.17 | Feas 0.16 1.00 | Pen 0.58 0.10
It  12000   9015 | T(s) 13.40 | Feas 30 1028.42 1029.49 | Inf 51 1027.12 1027.67 | Div 0.16 0.10 | Feas 0.13 1.00 | Pen 0.70 0.10
It  12500   9515 | T(s) 13.93 | Feas 43 1028.42 1029.47 | Inf 38 1023.24 1023.95 | Div 0.16 0.11 | Feas 0.16 1.00 | Pen 0.59 0.10
It  13000  10015 | T(s) 14.50 | Feas 33 1028.42 1030.38 | Inf 27 1023.68 1025.38 | Div 0.20 0.18 | Feas 0.14 1.00 | Pen 0.61 0.10
It  13500  10515 | T(s) 15.05 | Feas 52 1028.42 1029.26 | Inf 56 1024.13 1024.87 | Div 0.14 0.11 | Feas 0.13 1.00 | Pen 0.62 0.10
It  14000  11015 | T(s) 15.62 | Feas 40 1028.42 1030.68 | Inf 43 1021.09 1021.71 | Div 0.21 0.10 | Feas 0.17 1.00 | Pen 0.54 0.10
It  14500  11515 | T(s) 16.19 | Feas 29 1028.42 1031.10 | Inf 36 1025.05 1026.10 | Div 0.25 0.13 | Feas 0.24 1.00 | Pen 0.64 0.10
It  15000  12015 | T(s) 16.76 | Feas 64 1028.42 1029.41 | Inf 29 1025.05 1026.51 | Div 0.14 0.16 | Feas 0.20 1.00 | Pen 0.64 0.10
It  15500  12515 | T(s) 17.31 | Feas 64 1028.42 1029.31 | Inf 60 1028.63 1030.10 | Div 0.14 0.13 | Feas 0.14 1.00 | Pen 0.77 0.10
It  16000  13015 | T(s) 17.83 | Feas 26 1028.42 1030.36 | Inf 59 1021.89 1026.76 | Div 0.24 0.21 | Feas 0.19 1.00 | Pen 0.56 0.10
It  16500  13515 | T(s) 18.38 | Feas 44 1028.42 1030.91 | Inf 58 1026.01 1027.71 | Div 0.21 0.17 | Feas 0.10 1.00 | Pen 0.67 0.10
It  17000  14015 | T(s) 18.91 | Feas 31 1028.42 1029.66 | Inf 34 1022.73 1027.29 | Div 0.19 0.26 | Feas 0.27 1.00 | Pen 0.58 0.10
It  17500  14515 | T(s) 19.46 | Feas 55 1028.42 1029.56 | Inf 64 1022.73 1024.29 | Div 0.15 0.13 | Feas 0.23 1.00 | Pen 0.58 0.10
It  18000  15015 | T(s) 20.00 | Feas 47 1028.42 1029.68 | Inf 38 1023.15 1025.04 | Div 0.17 0.17 | Feas 0.25 1.00 | Pen 0.59 0.10
It  18500  15515 | T(s) 20.56 | Feas 28 1028.42 1031.99 | Inf 39 1023.59 1025.14 | Div 0.24 0.16 | Feas 0.20 1.00 | Pen 0.60 0.10
It  19000  16015 | T(s) 21.10 | Feas 45 1028.42 1029.30 | Inf 37 1028.17 1029.52 | Div 0.13 0.15 | Feas 0.13 1.00 | Pen 0.74 0.10
It  19500  16515 | T(s) 21.63 | Feas 36 1028.42 1029.65 | Inf 55 1024.49 1025.47 | Div 0.18 0.12 | Feas 0.16 1.00 | Pen 0.63 0.10
It  20000  17015 | T(s) 22.17 | Feas 30 1028.42 1030.10 | Inf 40 1025.43 1030.08 | Div 0.20 0.26 | Feas 0.31 1.00 | Pen 0.65 0.10
It  20500  17515 | T(s) 22.72 | Feas 57 1028.42 1029.23 | Inf 30 1025.91 1027.27 | Div 0.14 0.18 | Feas 0.15 1.00 | Pen 0.67 0.10
It  21000  18015 | T(s) 23.25 | Feas 40 1028.42 1029.87 | Inf 54 1026.41 1028.44 | Div 0.20 0.21 | Feas 0.25 1.00 | Pen 0.68 0.10
It  21500  18515 | T(s) 23.78 | Feas 27 1028.42 1030.11 | Inf 38 1022.64 1024.46 | Div 0.21 0.16 | Feas 0.18 1.00 | Pen 0.58 0.10
It  22000  19015 | T(s) 24.30 | Feas 43 1028.42 1029.11 | Inf 35 1023.07 1023.69 | Div 0.14 0.10 | Feas 0.19 1.00 | Pen 0.59 0.10
It  22500  19515 | T(s) 24.79 | Feas 25 1028.42 1031.16 | Inf 64 1020.17 1022.48 | Div 0.23 0.16 | Feas 0.26 1.00 | Pen 0.51 0.10
----- GENETIC ALGORITHM FINISHED AFTER 22987 ITERATIONS. TIME SPENT: 25.2884
----- WRITING BEST SOLUTION IN : baseline_results/cvrp_hgs/Vrp-Set-CMT-n151/Vrp-Set-CMT-n151-hgs/1.hgs1.tour
