=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-Golden-n256/Vrp-Set-Golden-n256-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 21 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 255 CLIENTS AND 21 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 0.65 | Feas 30 601.63 609.18 | Inf 51 601.64 607.42 | Div 0.60 0.57 | Feas 0.49 1.00 | Pen 0.10 0.85
It    500    261 | T(s) 2.35 | Feas 41 596.22 599.63 | Inf 40 596.56 600.90 | Div 0.53 0.55 | Feas 0.41 1.00 | Pen 0.10 0.38
It   1000    110 | T(s) 3.94 | Feas 32 595.19 600.19 | Inf 37 594.22 598.07 | Div 0.56 0.54 | Feas 0.42 1.00 | Pen 0.10 0.17
It   1500     81 | T(s) 5.57 | Feas 46 593.43 597.97 | Inf 26 593.12 598.68 | Div 0.53 0.56 | Feas 0.48 1.00 | Pen 0.10 0.10
It   2000    212 | T(s) 7.19 | Feas 45 593.00 596.32 | Inf 64 590.03 594.30 | Div 0.51 0.46 | Feas 0.44 1.00 | Pen 0.10 0.10
It   2500      8 | T(s) 8.81 | Feas 53 591.45 596.01 | Inf 57 590.03 594.43 | Div 0.51 0.48 | Feas 0.40 1.00 | Pen 0.10 0.10
It   3000    508 | T(s) 10.35 | Feas 40 591.45 596.06 | Inf 26 588.81 597.52 | Div 0.52 0.54 | Feas 0.42 1.00 | Pen 0.10 0.10
It   3500    196 | T(s) 11.93 | Feas 33 590.90 594.72 | Inf 43 588.81 592.09 | Div 0.51 0.46 | Feas 0.38 1.00 | Pen 0.10 0.10
It   4000    380 | T(s) 13.45 | Feas 44 589.56 592.28 | Inf 57 587.13 590.68 | Div 0.46 0.41 | Feas 0.29 1.00 | Pen 0.10 0.10
It   4500    880 | T(s) 14.96 | Feas 31 589.56 592.32 | Inf 39 587.13 589.90 | Div 0.48 0.38 | Feas 0.35 1.00 | Pen 0.10 0.10
It   5000    256 | T(s) 16.43 | Feas 44 589.52 591.48 | Inf 28 587.13 590.04 | Div 0.44 0.44 | Feas 0.38 1.00 | Pen 0.10 0.10
It   5500    152 | T(s) 17.89 | Feas 35 589.17 590.65 | Inf 48 586.93 589.76 | Div 0.43 0.41 | Feas 0.35 1.00 | Pen 0.10 0.10
It   6000    328 | T(s) 19.39 | Feas 41 588.59 591.71 | Inf 41 586.87 588.83 | Div 0.47 0.37 | Feas 0.39 1.00 | Pen 0.10 0.10
It   6500    828 | T(s) 20.89 | Feas 61 588.59 591.53 | Inf 33 586.87 589.47 | Div 0.45 0.42 | Feas 0.34 1.00 | Pen 0.10 0.10
It   7000   1328 | T(s) 22.38 | Feas 65 588.59 591.16 | Inf 28 586.87 590.40 | Div 0.44 0.43 | Feas 0.35 1.00 | Pen 0.10 0.10
It   7500    231 | T(s) 23.87 | Feas 28 587.98 591.52 | Inf 58 586.75 588.20 | Div 0.49 0.32 | Feas 0.36 1.00 | Pen 0.10 0.10
