=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-M-n200/Vrp-Set-M-n200-hgs/1.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 24 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 199 CLIENTS AND 24 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 0.24 | Feas 58 1339.49 1350.48 | Inf 5 1352.03 1367.30 | Div 0.48 0.51 | Feas 0.95 1.00 | Pen 1.90 0.85
It    500     45 | T(s) 0.97 | Feas 54 1312.81 1324.30 | Inf 48 1306.48 1318.04 | Div 0.43 0.42 | Feas 0.30 1.00 | Pen 0.84 0.38
It   1000    197 | T(s) 1.77 | Feas 50 1303.70 1317.59 | Inf 42 1301.58 1310.83 | Div 0.42 0.41 | Feas 0.22 1.00 | Pen 1.01 0.17
It   1500    216 | T(s) 2.56 | Feas 36 1302.46 1311.59 | Inf 25 1292.82 1308.44 | Div 0.40 0.43 | Feas 0.21 1.00 | Pen 1.03 0.10
It   2000    220 | T(s) 3.33 | Feas 28 1297.95 1314.61 | Inf 27 1293.65 1305.50 | Div 0.45 0.42 | Feas 0.08 1.00 | Pen 1.24 0.10
It   2500    213 | T(s) 4.08 | Feas 53 1297.04 1303.81 | Inf 60 1292.77 1295.80 | Div 0.32 0.22 | Feas 0.24 1.00 | Pen 1.27 0.10
It   3000    227 | T(s) 4.82 | Feas 28 1294.01 1303.66 | Inf 41 1290.92 1295.47 | Div 0.37 0.26 | Feas 0.18 1.00 | Pen 0.91 0.10
It   3500    125 | T(s) 5.52 | Feas 39 1292.32 1297.03 | Inf 65 1288.83 1292.53 | Div 0.23 0.18 | Feas 0.16 1.00 | Pen 0.93 0.10
It   4000    357 | T(s) 6.21 | Feas 29 1291.71 1295.74 | Inf 43 1288.41 1292.64 | Div 0.23 0.24 | Feas 0.26 1.00 | Pen 0.79 0.10
It   4500    857 | T(s) 6.86 | Feas 34 1291.71 1292.63 | Inf 38 1288.51 1291.27 | Div 0.12 0.20 | Feas 0.28 1.00 | Pen 0.82 0.10
It   5000   1357 | T(s) 7.52 | Feas 61 1291.71 1292.02 | Inf 63 1287.83 1289.64 | Div 0.08 0.15 | Feas 0.26 1.00 | Pen 0.73 0.10
It   5500   1857 | T(s) 8.19 | Feas 51 1291.71 1291.95 | Inf 62 1289.18 1290.86 | Div 0.08 0.17 | Feas 0.24 1.00 | Pen 1.05 0.10
It   6000    320 | T(s) 8.88 | Feas 55 1291.50 1292.97 | Inf 40 1288.71 1290.97 | Div 0.16 0.20 | Feas 0.16 1.00 | Pen 0.89 0.10
It   6500    820 | T(s) 9.54 | Feas 41 1291.50 1292.26 | Inf 59 1288.19 1289.54 | Div 0.17 0.16 | Feas 0.29 1.00 | Pen 0.77 0.10
It   7000   1320 | T(s) 10.21 | Feas 46 1291.50 1292.73 | Inf 58 1288.23 1289.44 | Div 0.18 0.17 | Feas 0.29 1.00 | Pen 0.81 0.10
It   7500    429 | T(s) 10.89 | Feas 40 1291.45 1292.91 | Inf 42 1288.33 1289.66 | Div 0.20 0.17 | Feas 0.27 1.00 | Pen 0.84 0.10
It   8000    929 | T(s) 11.57 | Feas 65 1291.45 1292.17 | Inf 46 1288.84 1289.53 | Div 0.15 0.15 | Feas 0.22 1.00 | Pen 1.01 0.10
It   8500   1429 | T(s) 12.21 | Feas 51 1291.45 1292.30 | Inf 27 1288.38 1290.48 | Div 0.17 0.21 | Feas 0.21 1.00 | Pen 0.85 0.10
It   9000   1929 | T(s) 12.86 | Feas 29 1291.45 1292.66 | Inf 44 1288.44 1289.71 | Div 0.19 0.18 | Feas 0.24 1.00 | Pen 0.87 0.10
It   9500   2429 | T(s) 13.53 | Feas 47 1291.45 1292.43 | Inf 28 1288.44 1289.07 | Div 0.16 0.16 | Feas 0.23 1.00 | Pen 0.87 0.10
It  10000   2929 | T(s) 14.17 | Feas 28 1291.45 1291.78 | Inf 49 1288.44 1288.72 | Div 0.15 0.12 | Feas 0.19 1.00 | Pen 0.87 0.10
It  10500   3429 | T(s) 14.80 | Feas 43 1291.45 1291.78 | Inf 64 1287.71 1288.13 | Div 0.14 0.12 | Feas 0.28 1.00 | Pen 0.74 0.10
It  11000   3929 | T(s) 15.48 | Feas 62 1291.45 1292.07 | Inf 57 1288.54 1290.20 | Div 0.13 0.19 | Feas 0.21 1.00 | Pen 0.91 0.10
It  11500   4429 | T(s) 16.16 | Feas 31 1291.45 1294.27 | Inf 46 1288.60 1289.89 | Div 0.21 0.18 | Feas 0.22 1.00 | Pen 0.93 0.10
It  12000   4929 | T(s) 16.83 | Feas 36 1291.45 1292.11 | Inf 25 1288.65 1291.36 | Div 0.16 0.24 | Feas 0.25 1.00 | Pen 0.94 0.10
It  12500   5429 | T(s) 17.49 | Feas 51 1291.45 1293.58 | Inf 49 1288.77 1292.06 | Div 0.20 0.24 | Feas 0.10 1.00 | Pen 0.98 0.10
It  13000   5929 | T(s) 18.17 | Feas 26 1291.45 1295.42 | Inf 39 1288.82 1290.32 | Div 0.26 0.19 | Feas 0.11 1.00 | Pen 1.00 0.10
It  13500   6429 | T(s) 18.83 | Feas 27 1291.45 1292.70 | Inf 47 1287.00 1289.47 | Div 0.20 0.21 | Feas 0.28 1.00 | Pen 0.72 0.10
It  14000   6929 | T(s) 19.47 | Feas 53 1291.45 1291.51 | Inf 42 1288.43 1290.34 | Div 0.10 0.22 | Feas 0.22 1.00 | Pen 0.87 0.10
It  14500   7429 | T(s) 20.14 | Feas 36 1291.45 1292.11 | Inf 29 1288.48 1291.11 | Div 0.16 0.25 | Feas 0.08 1.00 | Pen 0.89 0.10
It  15000   7929 | T(s) 20.81 | Feas 65 1291.45 1291.76 | Inf 57 1288.77 1291.42 | Div 0.15 0.22 | Feas 0.25 1.00 | Pen 0.90 0.10
It  15500   8429 | T(s) 21.50 | Feas 62 1291.45 1291.51 | Inf 36 1288.83 1291.70 | Div 0.10 0.24 | Feas 0.22 1.00 | Pen 0.92 0.10
It  16000   8929 | T(s) 22.19 | Feas 41 1291.45 1292.20 | Inf 61 1288.64 1290.41 | Div 0.18 0.20 | Feas 0.22 1.00 | Pen 0.94 0.10
It  16500   9429 | T(s) 22.85 | Feas 42 1291.45 1291.67 | Inf 44 1288.70 1289.62 | Div 0.14 0.17 | Feas 0.18 1.00 | Pen 0.96 0.10
It  17000   9929 | T(s) 23.52 | Feas 28 1291.45 1293.04 | Inf 62 1288.29 1288.80 | Div 0.21 0.16 | Feas 0.28 1.00 | Pen 0.83 0.10
It  17500  10429 | T(s) 24.17 | Feas 36 1291.45 1291.77 | Inf 48 1288.36 1288.91 | Div 0.15 0.15 | Feas 0.31 1.00 | Pen 0.85 0.10
It  18000  10929 | T(s) 24.81 | Feas 65 1291.45 1291.52 | Inf 27 1288.41 1292.03 | Div 0.10 0.28 | Feas 0.21 1.00 | Pen 0.86 0.10
It  18500  11429 | T(s) 25.46 | Feas 51 1291.45 1291.71 | Inf 55 1288.93 1290.02 | Div 0.14 0.17 | Feas 0.14 1.00 | Pen 1.04 0.10
It  19000  11929 | T(s) 26.10 | Feas 31 1291.45 1291.99 | Inf 63 1287.31 1287.98 | Div 0.16 0.12 | Feas 0.31 1.00 | Pen 0.75 0.10
It  19500  12429 | T(s) 26.76 | Feas 59 1291.45 1291.70 | Inf 59 1288.52 1290.16 | Div 0.13 0.20 | Feas 0.22 1.00 | Pen 0.90 0.10
It  20000  12929 | T(s) 27.43 | Feas 38 1291.45 1291.62 | Inf 50 1288.63 1292.12 | Div 0.14 0.25 | Feas 0.24 1.00 | Pen 0.94 0.10
It  20500  13429 | T(s) 28.10 | Feas 42 1291.45 1291.66 | Inf 36 1288.05 1291.20 | Div 0.13 0.26 | Feas 0.18 1.00 | Pen 0.81 0.10
It  21000  13929 | T(s) 28.81 | Feas 53 1291.45 1291.77 | Inf 32 1288.74 1293.81 | Div 0.14 0.29 | Feas 0.23 1.00 | Pen 0.97 0.10
It  21500  14429 | T(s) 29.46 | Feas 40 1291.45 1291.61 | Inf 52 1288.25 1289.76 | Div 0.13 0.20 | Feas 0.17 1.00 | Pen 0.83 0.10
It  22000  14929 | T(s) 30.14 | Feas 49 1291.45 1292.11 | Inf 40 1288.35 1289.85 | Div 0.17 0.21 | Feas 0.17 1.00 | Pen 0.84 0.10
It  22500  15429 | T(s) 30.80 | Feas 47 1291.45 1291.95 | Inf 37 1288.86 1291.17 | Div 0.16 0.23 | Feas 0.14 1.00 | Pen 1.01 0.10
