=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-Li-n881/Vrp-Set-Li-n881-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 16 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 880 CLIENTS AND 16 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 6.52 | Feas 60 27762.99 28607.65 | NO-INFEASIBLE | Div 0.29 -1.00 | Feas 1.00 1.00 | Pen 37.40 0.85
It    500      2 | T(s) 19.95 | Feas 27 26721.35 27086.28 | NO-INFEASIBLE | Div 0.20 -1.00 | Feas 1.00 1.00 | Pen 16.59 0.38
It   1000     64 | T(s) 30.46 | Feas 35 26573.48 26582.86 | NO-INFEASIBLE | Div 0.11 -1.00 | Feas 1.00 1.00 | Pen 7.36 0.17
It   1500    186 | T(s) 38.13 | Feas 43 26568.43 26581.65 | NO-INFEASIBLE | Div 0.12 -1.00 | Feas 1.00 1.00 | Pen 3.27 0.10
It   2000     73 | T(s) 44.69 | Feas 51 26567.23 26569.32 | NO-INFEASIBLE | Div 0.09 -1.00 | Feas 1.00 1.00 | Pen 1.45 0.10
It   2500    474 | T(s) 50.97 | Feas 37 26567.23 26576.56 | Inf 43 26600.60 26744.90 | Div 0.10 0.13 | Feas 0.78 1.00 | Pen 0.64 0.10
It   3000    974 | T(s) 58.12 | Feas 28 26567.23 26588.51 | Inf 31 26573.21 26622.77 | Div 0.12 0.14 | Feas 0.57 1.00 | Pen 0.29 0.10
It   3500    387 | T(s) 64.15 | Feas 39 26567.23 26569.03 | Inf 43 26570.43 26586.24 | Div 0.10 0.12 | Feas 0.52 1.00 | Pen 0.13 0.10
It   4000    308 | T(s) 70.78 | Feas 30 26566.03 26568.11 | Inf 61 26527.43 26549.04 | Div 0.09 0.11 | Feas 0.37 1.00 | Pen 0.10 0.10
It   4500    266 | T(s) 78.59 | Feas 59 26566.03 26566.95 | Inf 39 26516.70 26540.74 | Div 0.07 0.13 | Feas 0.27 1.00 | Pen 0.10 0.10
It   5000    120 | T(s) 86.73 | Feas 54 26566.03 26566.62 | Inf 35 26516.70 26543.41 | Div 0.07 0.13 | Feas 0.27 1.00 | Pen 0.10 0.10
It   5500    620 | T(s) 95.18 | Feas 29 26566.03 26567.90 | Inf 41 26513.37 26529.24 | Div 0.09 0.12 | Feas 0.29 1.00 | Pen 0.10 0.10
It   6000   1120 | T(s) 103.54 | Feas 43 26566.03 26566.46 | Inf 37 26510.03 26542.13 | Div 0.07 0.13 | Feas 0.23 1.00 | Pen 0.10 0.10
