=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-X-n359/Vrp-Set-X-n359-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 41 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 358 CLIENTS AND 41 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 1.00 | Feas 60 53560.35 53921.15 | NO-INFEASIBLE | Div 0.62 -1.00 | Feas 1.00 1.00 | Pen 117.81 0.85
It    500    134 | T(s) 3.79 | Feas 53 52707.42 53055.58 | Inf 28 52725.21 53052.98 | Div 0.57 0.58 | Feas 0.42 1.00 | Pen 52.27 0.38
It   1000    258 | T(s) 6.74 | Feas 31 52501.07 52918.05 | Inf 42 52539.42 52862.04 | Div 0.58 0.55 | Feas 0.15 1.00 | Pen 45.32 0.17
It   1500     83 | T(s) 9.67 | Feas 55 52439.08 52785.44 | Inf 61 52457.62 52677.67 | Div 0.54 0.51 | Feas 0.14 1.00 | Pen 46.23 0.10
It   2000    251 | T(s) 12.51 | Feas 64 52384.81 52544.18 | Inf 43 52357.46 52518.45 | Div 0.45 0.49 | Feas 0.23 1.00 | Pen 39.29 0.10
It   2500    472 | T(s) 15.37 | Feas 36 52319.35 52656.70 | Inf 34 52285.62 52561.91 | Div 0.55 0.54 | Feas 0.17 1.00 | Pen 40.08 0.10
It   3000    417 | T(s) 18.18 | Feas 46 52228.92 52422.33 | Inf 62 52169.55 52353.30 | Div 0.47 0.48 | Feas 0.17 1.00 | Pen 34.07 0.10
It   3500     60 | T(s) 20.97 | Feas 46 52217.67 52424.34 | Inf 60 52243.60 52450.81 | Div 0.49 0.47 | Feas 0.28 1.00 | Pen 42.53 0.10
It   4000    560 | T(s) 23.72 | Feas 46 52217.67 52444.66 | Inf 60 52221.69 52397.20 | Div 0.50 0.47 | Feas 0.17 1.00 | Pen 43.38 0.10
It   4500   1060 | T(s) 26.37 | Feas 41 52217.67 52388.11 | Inf 43 52170.66 52329.81 | Div 0.47 0.46 | Feas 0.22 1.00 | Pen 44.25 0.10
It   5000    398 | T(s) 29.04 | Feas 37 52193.49 52332.98 | Inf 40 52059.35 52334.16 | Div 0.46 0.49 | Feas 0.17 1.00 | Pen 44.25 0.10
It   5500    201 | T(s) 31.63 | Feas 45 52120.90 52351.41 | Inf 60 52069.08 52249.07 | Div 0.46 0.44 | Feas 0.25 1.00 | Pen 45.13 0.10
It   6000    701 | T(s) 34.24 | Feas 50 52120.90 52297.17 | Inf 35 51970.38 52159.39 | Div 0.44 0.44 | Feas 0.23 1.00 | Pen 38.36 0.10
It   6500    449 | T(s) 36.88 | Feas 49 52119.02 52221.76 | Inf 28 51881.17 52202.54 | Div 0.36 0.48 | Feas 0.18 1.00 | Pen 33.26 0.10
It   7000    225 | T(s) 39.47 | Feas 49 52053.50 52221.97 | Inf 36 51947.69 52129.71 | Div 0.37 0.41 | Feas 0.19 1.00 | Pen 39.91 0.10
It   7500    243 | T(s) 42.08 | Feas 60 52053.00 52179.06 | Inf 27 51947.69 52129.39 | Div 0.36 0.43 | Feas 0.21 1.00 | Pen 39.91 0.10
It   8000    215 | T(s) 44.61 | Feas 44 51946.47 52208.05 | Inf 61 51955.67 52093.62 | Div 0.41 0.40 | Feas 0.17 1.00 | Pen 40.71 0.10
It   8500    715 | T(s) 47.12 | Feas 53 51946.47 52102.19 | Inf 46 51898.76 52031.91 | Div 0.31 0.38 | Feas 0.27 1.00 | Pen 35.30 0.10
It   9000   1215 | T(s) 49.68 | Feas 52 51946.47 52078.18 | Inf 41 51879.67 52124.73 | Div 0.33 0.41 | Feas 0.22 1.00 | Pen 43.20 0.10
It   9500   1715 | T(s) 52.14 | Feas 44 51946.47 52141.77 | Inf 64 51821.35 51993.48 | Div 0.39 0.36 | Feas 0.26 1.00 | Pen 36.72 0.10
It  10000   2215 | T(s) 54.59 | Feas 40 51946.47 52127.72 | Inf 61 51883.77 51980.44 | Div 0.39 0.28 | Feas 0.20 1.00 | Pen 44.95 0.10
It  10500   2715 | T(s) 56.97 | Feas 42 51946.47 52118.47 | Inf 41 51823.99 51981.23 | Div 0.38 0.31 | Feas 0.26 1.00 | Pen 38.97 0.10
It  11000   3215 | T(s) 59.30 | Feas 31 51946.47 52084.78 | Inf 30 51881.00 52007.68 | Div 0.37 0.33 | Feas 0.21 1.00 | Pen 47.70 0.10
It  11500    396 | T(s) 61.60 | Feas 65 51928.63 52011.64 | Inf 51 51816.61 51902.29 | Div 0.30 0.24 | Feas 0.18 1.00 | Pen 40.55 0.10
It  12000    896 | T(s) 63.83 | Feas 44 51928.63 52038.23 | Inf 34 51801.73 51904.46 | Div 0.32 0.28 | Feas 0.20 1.00 | Pen 40.55 0.10
It  12500    107 | T(s) 66.25 | Feas 36 51917.95 51998.92 | Inf 62 51796.99 51903.33 | Div 0.28 0.26 | Feas 0.27 1.00 | Pen 41.36 0.10
It  13000    607 | T(s) 68.59 | Feas 58 51917.95 51965.74 | Inf 46 51804.44 51916.47 | Div 0.23 0.30 | Feas 0.18 1.00 | Pen 42.18 0.10
