baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;18203.1;0.00891
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17711;0.014255
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17516.2;0.019601
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17480.7;0.056272
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17465.7;0.117914
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17452;0.422593
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17449.9;0.67799
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17447;0.781953
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17393.5;0.84823
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17389.8;1.24028
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17358.2;1.25028
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17343.3;1.30254
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17342.6;1.66863
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17337.4;2.24424
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17319.5;2.567
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17305.5;2.64325
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17291.5;3.44228
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17277.5;3.61959
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17241.7;4.294
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17048.8;4.75931
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17042.4;20.1568
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17031.6;21.8716
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17028.7;28.3
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17028.6;43.0094
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17023.3;56.7895
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17022.6;87.555
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17016.6;98.7057
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17015;110.986
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17013.5;164.841
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17005.5;176.634
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;17001.7;182.921
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;16997.6;234.367
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;16997.3;301.063
baseline_results/cvrp_hgs/Vrp-Set-X-n190/Vrp-Set-X-n190-hgs/0.hgs1.vrp;1234;16990.7;339.494
