=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-D-n510/Vrp-Set-D-n510-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 32 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 509 CLIENTS AND 32 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 1.74 | Feas 59 30429.06 30803.25 | Inf 1 31141.73 31141.73 | Div 0.51 -nan | Feas 0.99 1.00 | Pen 47.18 0.85
It    500     68 | T(s) 5.54 | Feas 58 30003.65 30103.79 | Inf 46 30043.97 30254.39 | Div 0.43 0.40 | Feas 0.73 1.00 | Pen 20.93 0.38
It   1000    175 | T(s) 8.93 | Feas 31 29828.10 29996.81 | Inf 53 29510.82 29736.94 | Div 0.45 0.42 | Feas 0.39 1.00 | Pen 9.29 0.17
It   1500     88 | T(s) 13.55 | Feas 33 29703.40 29923.47 | Inf 38 29350.09 29460.60 | Div 0.45 0.41 | Feas 0.18 1.00 | Pen 9.47 0.10
It   2000    159 | T(s) 18.04 | Feas 35 29618.59 29884.88 | Inf 64 29294.44 29493.44 | Div 0.45 0.40 | Feas 0.17 1.00 | Pen 9.66 0.10
It   2500    475 | T(s) 22.48 | Feas 32 29556.56 29804.96 | Inf 49 28995.96 29232.04 | Div 0.43 0.40 | Feas 0.30 1.00 | Pen 8.21 0.10
It   3000     51 | T(s) 26.86 | Feas 58 29553.12 29652.80 | Inf 62 29370.22 29594.41 | Div 0.37 0.40 | Feas 0.14 1.00 | Pen 11.83 0.10
It   3500    478 | T(s) 30.91 | Feas 38 29510.91 29639.93 | Inf 32 29207.95 29470.29 | Div 0.38 0.41 | Feas 0.14 1.00 | Pen 10.25 0.10
It   4000    978 | T(s) 35.07 | Feas 56 29510.91 29650.78 | Inf 48 28988.69 29247.35 | Div 0.39 0.38 | Feas 0.30 1.00 | Pen 9.07 0.10
It   4500    321 | T(s) 39.48 | Feas 64 29427.72 29575.28 | Inf 50 29160.55 29489.39 | Div 0.36 0.38 | Feas 0.10 1.00 | Pen 11.10 0.10
It   5000    821 | T(s) 43.64 | Feas 29 29427.72 29585.87 | Inf 33 29009.05 29235.15 | Div 0.37 0.39 | Feas 0.17 1.00 | Pen 9.43 0.10
It   5500   1321 | T(s) 47.60 | Feas 48 29427.72 29533.35 | Inf 60 29146.25 29270.89 | Div 0.32 0.36 | Feas 0.33 1.00 | Pen 9.82 0.10
It   6000   1821 | T(s) 51.75 | Feas 50 29427.72 29495.40 | Inf 47 28994.61 29116.72 | Div 0.28 0.35 | Feas 0.26 1.00 | Pen 8.51 0.10
It   6500    129 | T(s) 55.76 | Feas 50 29423.55 29465.60 | Inf 41 29106.75 29272.70 | Div 0.25 0.36 | Feas 0.25 1.00 | Pen 10.42 0.10
It   7000    395 | T(s) 59.65 | Feas 28 29422.93 29504.93 | Inf 55 28960.02 29131.72 | Div 0.31 0.34 | Feas 0.28 1.00 | Pen 9.03 0.10
It   7500    895 | T(s) 63.54 | Feas 65 29422.93 29454.72 | Inf 44 29128.52 29268.57 | Div 0.23 0.34 | Feas 0.12 1.00 | Pen 11.05 0.10
It   8000    250 | T(s) 67.62 | Feas 32 29422.29 29475.41 | Inf 37 29059.55 29211.90 | Div 0.26 0.34 | Feas 0.17 1.00 | Pen 9.58 0.10
It   8500    252 | T(s) 71.50 | Feas 29 29416.62 29465.89 | Inf 64 29035.05 29185.79 | Div 0.26 0.33 | Feas 0.34 1.00 | Pen 9.78 0.10
It   9000     48 | T(s) 75.38 | Feas 53 29415.25 29451.60 | Inf 39 29084.90 29197.98 | Div 0.25 0.34 | Feas 0.21 1.00 | Pen 9.97 0.10
It   9500    436 | T(s) 79.62 | Feas 43 29413.49 29540.62 | Inf 38 29116.32 29343.70 | Div 0.34 0.37 | Feas 0.10 1.00 | Pen 10.37 0.10
It  10000    455 | T(s) 84.65 | Feas 49 29408.36 29466.42 | Inf 55 28956.38 29116.32 | Div 0.29 0.36 | Feas 0.16 1.00 | Pen 8.99 0.10
It  10500    363 | T(s) 89.71 | Feas 55 29402.78 29480.86 | Inf 39 29133.67 29356.02 | Div 0.31 0.37 | Feas 0.13 1.00 | Pen 11.01 0.10
It  11000    265 | T(s) 94.50 | Feas 31 29385.44 29535.91 | Inf 44 28707.55 29053.99 | Div 0.35 0.34 | Feas 0.28 1.00 | Pen 8.11 0.10
It  11500    765 | T(s) 99.97 | Feas 49 29385.44 29481.25 | Inf 54 29211.96 29395.14 | Div 0.32 0.33 | Feas 0.14 1.00 | Pen 11.68 0.10
It  12000     86 | T(s) 104.83 | Feas 48 29370.27 29510.40 | Inf 32 29108.74 29346.11 | Div 0.33 0.40 | Feas 0.20 1.00 | Pen 10.13 0.10
It  12500    586 | T(s) 109.56 | Feas 35 29370.27 29496.30 | Inf 52 29092.84 29197.47 | Div 0.33 0.34 | Feas 0.21 1.00 | Pen 10.13 0.10
It  13000   1086 | T(s) 114.37 | Feas 53 29370.27 29421.09 | Inf 38 28860.87 29096.84 | Div 0.26 0.35 | Feas 0.27 1.00 | Pen 8.96 0.10
It  13500   1586 | T(s) 119.35 | Feas 53 29370.27 29423.40 | Inf 29 28896.34 29138.85 | Div 0.27 0.37 | Feas 0.37 1.00 | Pen 9.14 0.10
It  14000   2086 | T(s) 124.19 | Feas 45 29370.27 29411.36 | Inf 51 28950.91 29180.06 | Div 0.26 0.34 | Feas 0.38 1.00 | Pen 9.51 0.10
It  14500   2586 | T(s) 129.24 | Feas 32 29370.27 29428.33 | Inf 41 29108.26 29330.88 | Div 0.29 0.38 | Feas 0.32 1.00 | Pen 9.89 0.10
It  15000    462 | T(s) 134.46 | Feas 53 29365.53 29412.89 | Inf 40 29195.81 29468.12 | Div 0.28 0.39 | Feas 0.09 1.00 | Pen 10.29 0.10
It  15500    962 | T(s) 139.49 | Feas 35 29365.53 29429.21 | Inf 30 29252.59 29542.38 | Div 0.29 0.40 | Feas 0.15 1.00 | Pen 10.71 0.10
It  16000    393 | T(s) 144.16 | Feas 43 29355.74 29427.58 | Inf 33 28945.48 29247.19 | Div 0.28 0.40 | Feas 0.22 1.00 | Pen 9.10 0.10
It  16500    893 | T(s) 148.99 | Feas 42 29355.74 29460.41 | Inf 64 29209.42 29320.17 | Div 0.30 0.34 | Feas 0.14 1.00 | Pen 11.36 0.10
It  17000   1393 | T(s) 153.83 | Feas 31 29355.74 29415.88 | Inf 47 29208.97 29305.73 | Div 0.29 0.35 | Feas 0.14 1.00 | Pen 11.59 0.10
It  17500    152 | T(s) 158.50 | Feas 27 29351.60 29408.85 | Inf 52 29056.12 29169.92 | Div 0.27 0.34 | Feas 0.21 1.00 | Pen 10.05 0.10
It  18000    652 | T(s) 163.24 | Feas 42 29351.60 29393.05 | Inf 36 29059.72 29157.74 | Div 0.24 0.33 | Feas 0.19 1.00 | Pen 10.25 0.10
It  18500   1152 | T(s) 167.89 | Feas 65 29351.60 29391.73 | Inf 25 29028.37 29195.34 | Div 0.24 0.35 | Feas 0.22 1.00 | Pen 10.25 0.10
It  19000    498 | T(s) 172.82 | Feas 32 29345.55 29438.66 | Inf 47 29050.31 29171.17 | Div 0.28 0.31 | Feas 0.12 1.00 | Pen 10.66 0.10
