=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-Li-n1041/Vrp-Set-Li-n1041-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 16 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 1040 CLIENTS AND 16 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 10.24 | Feas 60 33474.73 34313.66 | NO-INFEASIBLE | Div 0.25 -1.00 | Feas 1.00 1.00 | Pen 44.20 0.85
It    500     64 | T(s) 25.51 | Feas 27 31771.05 31902.38 | NO-INFEASIBLE | Div 0.14 -1.00 | Feas 1.00 1.00 | Pen 19.61 0.38
It   1000     19 | T(s) 42.13 | Feas 35 31747.43 31761.31 | NO-INFEASIBLE | Div 0.11 -1.00 | Feas 1.00 1.00 | Pen 8.70 0.17
It   1500    364 | T(s) 53.26 | Feas 43 31746.23 31750.86 | NO-INFEASIBLE | Div 0.09 -1.00 | Feas 1.00 1.00 | Pen 3.86 0.10
It   2000      9 | T(s) 62.47 | Feas 51 31743.84 31747.65 | Inf 1 32646.07 32646.07 | Div 0.09 -nan | Feas 0.99 1.00 | Pen 1.71 0.10
It   2500    287 | T(s) 71.54 | Feas 34 31742.64 31752.41 | Inf 57 31782.88 31793.81 | Div 0.09 0.05 | Feas 0.79 1.00 | Pen 0.76 0.10
It   3000    787 | T(s) 79.85 | Feas 53 31742.64 31744.91 | Inf 60 31753.93 31766.75 | Div 0.07 0.09 | Feas 0.63 1.00 | Pen 0.34 0.10
It   3500     62 | T(s) 87.79 | Feas 52 31742.64 31744.70 | Inf 49 31747.78 31758.85 | Div 0.07 0.10 | Feas 0.60 1.00 | Pen 0.15 0.10
It   4000    106 | T(s) 95.97 | Feas 33 31742.64 31744.95 | Inf 29 31747.04 31759.86 | Div 0.08 0.11 | Feas 0.51 1.00 | Pen 0.10 0.10
It   4500    606 | T(s) 103.99 | Feas 65 31742.64 31743.43 | Inf 40 31745.57 31751.34 | Div 0.06 0.10 | Feas 0.49 1.00 | Pen 0.10 0.10
It   5000    183 | T(s) 112.03 | Feas 58 31742.64 31743.61 | Inf 62 31745.57 31747.37 | Div 0.06 0.08 | Feas 0.58 1.00 | Pen 0.10 0.10
It   5500     87 | T(s) 120.36 | Feas 65 31742.64 31743.57 | Inf 62 31744.37 31747.47 | Div 0.06 0.08 | Feas 0.63 1.00 | Pen 0.10 0.10
It   6000    146 | T(s) 128.09 | Feas 49 31742.64 31742.88 | Inf 57 31744.37 31745.39 | Div 0.05 0.07 | Feas 0.51 1.00 | Pen 0.10 0.10
It   6500    646 | T(s) 135.97 | Feas 27 31742.64 31744.07 | Inf 59 31744.37 31745.22 | Div 0.07 0.07 | Feas 0.52 1.00 | Pen 0.10 0.10
It   7000   1146 | T(s) 144.17 | Feas 54 31742.64 31742.64 | Inf 48 31744.37 31744.86 | Div 0.05 0.06 | Feas 0.49 1.00 | Pen 0.10 0.10
It   7500   1646 | T(s) 153.07 | Feas 37 31742.64 31743.45 | Inf 45 31744.37 31745.11 | Div 0.06 0.06 | Feas 0.51 1.00 | Pen 0.10 0.10
It   8000   2146 | T(s) 162.03 | Feas 43 31742.64 31742.77 | Inf 53 31744.37 31744.82 | Div 0.05 0.06 | Feas 0.45 1.00 | Pen 0.10 0.10
It   8500   2646 | T(s) 171.20 | Feas 50 31742.64 31742.83 | Inf 32 31744.37 31744.77 | Div 0.05 0.06 | Feas 0.55 1.00 | Pen 0.10 0.10
It   9000   3146 | T(s) 178.60 | Feas 51 31742.64 31742.79 | Inf 40 31744.37 31744.47 | Div 0.05 0.05 | Feas 0.55 1.00 | Pen 0.10 0.10
It   9500   3646 | T(s) 186.33 | Feas 36 31742.64 31742.76 | Inf 45 31744.37 31744.55 | Div 0.05 0.04 | Feas 0.46 1.00 | Pen 0.10 0.10
It  10000   4146 | T(s) 193.86 | Feas 48 31742.64 31742.69 | Inf 36 31744.37 31744.76 | Div 0.04 0.05 | Feas 0.52 1.00 | Pen 0.10 0.10
It  10500   4646 | T(s) 201.11 | Feas 36 31742.64 31742.83 | Inf 57 31744.37 31744.39 | Div 0.05 0.04 | Feas 0.63 1.00 | Pen 0.10 0.10
It  11000   5146 | T(s) 208.35 | Feas 32 31742.64 31742.78 | Inf 44 31744.37 31744.37 | Div 0.05 0.03 | Feas 0.58 1.00 | Pen 0.10 0.10
It  11500   5646 | T(s) 215.55 | Feas 58 31742.64 31742.64 | Inf 62 31744.37 31744.42 | Div 0.04 0.04 | Feas 0.50 1.00 | Pen 0.10 0.10
It  12000    353 | T(s) 222.99 | Feas 43 31742.64 31742.86 | Inf 52 31744.37 31744.37 | Div 0.05 0.04 | Feas 0.52 1.00 | Pen 0.10 0.10
It  12500    853 | T(s) 230.37 | Feas 47 31742.64 31742.64 | Inf 32 31744.37 31744.71 | Div 0.03 0.05 | Feas 0.57 1.00 | Pen 0.10 0.10
It  13000   1353 | T(s) 237.97 | Feas 25 31742.64 31744.99 | Inf 47 31744.37 31744.37 | Div 0.06 0.02 | Feas 0.46 1.00 | Pen 0.10 0.10
It  13500   1853 | T(s) 250.11 | Feas 53 31742.64 31742.64 | Inf 42 31744.37 31744.53 | Div 0.03 0.05 | Feas 0.55 1.00 | Pen 0.10 0.10
It  14000   2353 | T(s) 259.13 | Feas 56 31742.64 31742.64 | Inf 56 31744.37 31745.05 | Div 0.04 0.06 | Feas 0.59 1.00 | Pen 0.10 0.10
It  14500   2853 | T(s) 267.33 | Feas 32 31742.64 31743.29 | Inf 65 31744.37 31744.75 | Div 0.06 0.06 | Feas 0.44 1.00 | Pen 0.10 0.10
It  15000   3353 | T(s) 275.73 | Feas 53 31742.64 31742.90 | Inf 46 31744.37 31744.82 | Div 0.05 0.06 | Feas 0.52 1.00 | Pen 0.10 0.10
