=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-E-n76/Vrp-Set-E-n76-hgs/3.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 13 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 75 CLIENTS AND 13 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 0.09 | Feas 57 748.98 755.75 | Inf 10 748.96 763.31 | Div 0.42 0.49 | Feas 0.90 1.00 | Pen 1.96 0.85
It    500     96 | T(s) 0.39 | Feas 47 740.66 744.41 | Inf 48 741.11 744.73 | Div 0.32 0.32 | Feas 0.50 1.00 | Pen 0.87 0.38
It   1000    596 | T(s) 0.63 | Feas 54 740.66 743.43 | Inf 29 736.65 742.69 | Div 0.29 0.36 | Feas 0.25 1.00 | Pen 0.53 0.17
It   1500   1096 | T(s) 0.96 | Feas 49 740.66 743.97 | Inf 63 736.71 739.54 | Div 0.33 0.21 | Feas 0.21 1.00 | Pen 0.54 0.10
It   2000   1596 | T(s) 1.36 | Feas 42 740.66 743.74 | Inf 37 736.26 740.37 | Div 0.34 0.30 | Feas 0.22 1.00 | Pen 0.47 0.10
It   2500   2096 | T(s) 1.62 | Feas 33 740.66 744.35 | Inf 32 736.35 739.66 | Div 0.36 0.28 | Feas 0.22 1.00 | Pen 0.48 0.10
It   3000   2596 | T(s) 1.86 | Feas 39 740.66 742.67 | Inf 53 735.63 738.39 | Div 0.31 0.25 | Feas 0.17 1.00 | Pen 0.41 0.10
It   3500   3096 | T(s) 2.11 | Feas 60 740.66 743.33 | Inf 49 736.44 738.97 | Div 0.30 0.21 | Feas 0.21 1.00 | Pen 0.49 0.10
It   4000   3596 | T(s) 2.35 | Feas 44 740.66 743.41 | Inf 34 735.71 738.22 | Div 0.33 0.25 | Feas 0.16 1.00 | Pen 0.42 0.10
It   4500   4096 | T(s) 2.61 | Feas 44 740.66 744.06 | Inf 30 736.99 740.28 | Div 0.35 0.29 | Feas 0.24 1.00 | Pen 0.60 0.10
It   5000   4596 | T(s) 2.86 | Feas 26 740.66 747.03 | Inf 40 736.59 739.93 | Div 0.44 0.27 | Feas 0.30 1.00 | Pen 0.52 0.10
It   5500   5096 | T(s) 3.11 | Feas 53 740.66 742.47 | Inf 26 737.11 742.06 | Div 0.26 0.35 | Feas 0.25 1.00 | Pen 0.63 0.10
