=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-X-n936/Vrp-Set-X-n936-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 199 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 935 CLIENTS AND 199 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 3.64 | NO-FEASIBLE | Inf 60 135160.62 135744.88 | Div -1.00 0.63 | Feas 0.00 1.00 | Pen 16.03 0.85
It    500    209 | T(s) 12.60 | Feas 28 136926.53 137608.55 | Inf 27 135811.49 136391.06 | Div 0.48 0.56 | Feas 0.00 1.00 | Pen 39.89 0.38
It   1000      7 | T(s) 20.35 | Feas 63 136152.45 136605.07 | Inf 50 135864.60 136200.20 | Div 0.43 0.44 | Feas 0.11 1.00 | Pen 99.25 0.17
It   1500     61 | T(s) 27.31 | Feas 28 135735.64 136257.81 | Inf 34 135309.26 135696.49 | Div 0.47 0.45 | Feas 0.15 1.00 | Pen 101.24 0.10
It   2000      1 | T(s) 34.02 | Feas 51 135400.23 135685.34 | Inf 62 134977.18 135163.62 | Div 0.35 0.28 | Feas 0.14 1.00 | Pen 123.92 0.10
It   2500    192 | T(s) 40.56 | Feas 51 135217.43 135329.15 | Inf 65 134810.43 134907.34 | Div 0.31 0.30 | Feas 0.23 1.00 | Pen 107.44 0.10
It   3000     19 | T(s) 47.01 | Feas 31 135070.67 135223.52 | Inf 42 134637.85 134706.22 | Div 0.35 0.31 | Feas 0.18 1.00 | Pen 77.62 0.10
It   3500    186 | T(s) 53.37 | Feas 50 134952.58 135085.09 | Inf 62 134541.42 134637.77 | Div 0.32 0.31 | Feas 0.20 1.00 | Pen 65.98 0.10
It   4000     99 | T(s) 59.55 | Feas 28 134811.43 134966.99 | Inf 33 134393.48 134489.79 | Div 0.32 0.32 | Feas 0.29 1.00 | Pen 57.20 0.10
It   4500      9 | T(s) 65.77 | Feas 33 134744.04 134810.34 | Inf 26 134218.82 134439.46 | Div 0.30 0.35 | Feas 0.20 1.00 | Pen 58.35 0.10
It   5000     86 | T(s) 71.80 | Feas 46 134676.87 134737.73 | Inf 46 134173.71 134257.87 | Div 0.26 0.26 | Feas 0.22 1.00 | Pen 58.35 0.10
It   5500     82 | T(s) 77.98 | Feas 64 134669.46 134693.18 | Inf 31 134156.38 134334.53 | Div 0.22 0.33 | Feas 0.28 1.00 | Pen 50.59 0.10
It   6000    251 | T(s) 84.23 | Feas 46 134668.09 134694.44 | Inf 54 134172.15 134207.16 | Div 0.25 0.25 | Feas 0.00 1.00 | Pen 61.92 0.10
It   6500    452 | T(s) 90.30 | Feas 60 134647.57 134677.04 | Inf 35 134124.71 134201.00 | Div 0.24 0.28 | Feas 0.34 1.00 | Pen 53.68 0.10
It   7000     11 | T(s) 96.45 | Feas 50 134624.44 134657.94 | Inf 58 134135.55 134183.26 | Div 0.25 0.24 | Feas 0.23 1.00 | Pen 65.71 0.10
It   7500    349 | T(s) 102.42 | Feas 42 134614.19 134641.18 | Inf 29 134105.59 134140.40 | Div 0.24 0.23 | Feas 0.20 1.00 | Pen 55.85 0.10
It   8000    432 | T(s) 108.43 | Feas 53 134594.82 134618.56 | Inf 58 134088.80 134136.80 | Div 0.21 0.22 | Feas 0.22 1.00 | Pen 56.97 0.10
It   8500     39 | T(s) 114.48 | Feas 58 134561.15 134592.29 | Inf 58 134090.02 134122.33 | Div 0.16 0.17 | Feas 0.27 1.00 | Pen 69.73 0.10
It   9000      9 | T(s) 120.08 | Feas 63 134558.77 134570.31 | Inf 31 134060.87 134114.81 | Div 0.13 0.21 | Feas 0.21 1.00 | Pen 60.46 0.10
