baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1343.61;0.007522
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1342.02;0.010862
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1326.97;0.083147
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1324.38;0.466692
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1321.26;0.535227
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1318.79;0.843901
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1318.26;0.955114
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1318.02;0.980611
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1307.44;1.11863
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1303.53;1.32304
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1297.12;2.36251
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1295.85;2.66489
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1295.32;4.17044
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1295.3;4.25832
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1292.19;4.56904
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1292.03;5.88026
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1291.74;6.24189
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1291.71;6.4232
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1291.5;6.56541
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1291.45;8.47271
baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/1.hgs1.vrp;1234;1291.45;8.51065
