=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-CMT-n200/Vrp-Set-CMT-n200-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 24 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 199 CLIENTS AND 24 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 0.26 | Feas 56 1326.97 1351.68 | Inf 6 1357.02 1363.39 | Div 0.49 0.54 | Feas 0.94 1.00 | Pen 1.90 0.85
It    500     59 | T(s) 0.94 | Feas 59 1318.79 1325.81 | Inf 58 1310.89 1320.99 | Div 0.43 0.41 | Feas 0.30 1.00 | Pen 0.84 0.38
It   1000    246 | T(s) 1.72 | Feas 64 1303.53 1312.76 | Inf 57 1303.32 1309.18 | Div 0.29 0.34 | Feas 0.25 1.00 | Pen 1.01 0.17
It   1500     78 | T(s) 2.48 | Feas 39 1297.12 1307.09 | Inf 45 1296.14 1304.03 | Div 0.30 0.33 | Feas 0.17 1.00 | Pen 0.86 0.10
It   2000    370 | T(s) 3.19 | Feas 61 1295.85 1301.60 | Inf 36 1294.15 1299.38 | Div 0.22 0.32 | Feas 0.19 1.00 | Pen 0.88 0.10
It   2500    870 | T(s) 3.93 | Feas 27 1295.85 1303.50 | Inf 37 1291.73 1300.18 | Div 0.35 0.34 | Feas 0.10 1.00 | Pen 1.08 0.10
It   3000     46 | T(s) 4.63 | Feas 50 1292.19 1298.31 | Inf 53 1290.29 1295.60 | Div 0.25 0.29 | Feas 0.27 1.00 | Pen 0.93 0.10
It   3500    546 | T(s) 5.35 | Feas 34 1292.19 1299.02 | Inf 46 1289.63 1293.68 | Div 0.30 0.26 | Feas 0.20 1.00 | Pen 0.93 0.10
It   4000    137 | T(s) 6.06 | Feas 29 1292.03 1295.77 | Inf 26 1288.21 1291.79 | Div 0.24 0.28 | Feas 0.27 1.00 | Pen 0.79 0.10
It   4500    144 | T(s) 6.75 | Feas 32 1291.50 1296.39 | Inf 27 1288.74 1292.28 | Div 0.25 0.26 | Feas 0.24 1.00 | Pen 0.97 0.10
It   5000    644 | T(s) 7.42 | Feas 63 1291.50 1293.09 | Inf 46 1288.80 1290.09 | Div 0.18 0.18 | Feas 0.21 1.00 | Pen 0.99 0.10
It   5500   1144 | T(s) 8.10 | Feas 38 1291.50 1295.04 | Inf 27 1288.40 1296.19 | Div 0.26 0.34 | Feas 0.21 1.00 | Pen 0.86 0.10
