=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-Li-n1201/Vrp-Set-Li-n1201-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 16 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 1200 CLIENTS AND 16 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 20.04 | Feas 60 39434.34 40151.67 | NO-INFEASIBLE | Div 0.23 -1.00 | Feas 1.00 1.00 | Pen 51.00 0.85
It    500     38 | T(s) 51.98 | Feas 27 37027.31 37451.38 | NO-INFEASIBLE | Div 0.14 -1.00 | Feas 1.00 1.00 | Pen 22.63 0.38
It   1000     25 | T(s) 84.78 | Feas 35 36932.25 36976.70 | NO-INFEASIBLE | Div 0.10 -1.00 | Feas 1.00 1.00 | Pen 10.04 0.17
It   1500     46 | T(s) 110.15 | Feas 43 36922.84 36982.41 | NO-INFEASIBLE | Div 0.11 -1.00 | Feas 1.00 1.00 | Pen 4.46 0.10
It   2000     65 | T(s) 126.44 | Feas 51 36919.24 36924.89 | Inf 5 38126.41 38264.67 | Div 0.08 0.10 | Feas 0.95 1.00 | Pen 1.98 0.10
It   2500    565 | T(s) 145.07 | Feas 41 36919.24 36924.11 | Inf 44 37488.10 37961.33 | Div 0.08 0.11 | Feas 0.64 1.00 | Pen 0.88 0.10
It   3000   1065 | T(s) 162.95 | Feas 45 36919.24 36923.54 | Inf 33 37189.40 37311.45 | Div 0.07 0.12 | Feas 0.72 1.00 | Pen 0.39 0.10
It   3500     98 | T(s) 178.07 | Feas 35 36919.24 36922.32 | Inf 42 37051.82 37080.63 | Div 0.07 0.10 | Feas 0.57 1.00 | Pen 0.17 0.10
It   4000    598 | T(s) 192.72 | Feas 43 36919.24 36920.86 | Inf 63 36922.14 36960.61 | Div 0.06 0.10 | Feas 0.55 1.00 | Pen 0.10 0.10
It   4500   1098 | T(s) 208.86 | Feas 35 36919.24 36925.55 | Inf 51 36913.52 36942.72 | Div 0.08 0.10 | Feas 0.40 1.00 | Pen 0.10 0.10
It   5000    489 | T(s) 223.78 | Feas 36 36919.24 36919.78 | Inf 54 36912.24 36936.41 | Div 0.05 0.10 | Feas 0.54 1.00 | Pen 0.10 0.10
It   5500    989 | T(s) 239.32 | Feas 47 36919.24 36919.81 | Inf 53 36912.24 36934.73 | Div 0.05 0.10 | Feas 0.37 1.00 | Pen 0.10 0.10
It   6000   1489 | T(s) 254.62 | Feas 36 36919.24 36919.40 | Inf 43 36901.72 36933.52 | Div 0.04 0.10 | Feas 0.44 1.00 | Pen 0.10 0.10
It   6500    315 | T(s) 270.33 | Feas 61 36919.24 36919.49 | Inf 36 36901.19 36925.28 | Div 0.04 0.10 | Feas 0.51 1.00 | Pen 0.10 0.10
It   7000    815 | T(s) 286.01 | Feas 38 36919.24 36919.50 | Inf 35 36901.19 36939.65 | Div 0.05 0.10 | Feas 0.39 1.00 | Pen 0.10 0.10
It   7500   1315 | T(s) 301.20 | Feas 60 36919.24 36919.56 | Inf 27 36896.43 36962.59 | Div 0.04 0.11 | Feas 0.36 1.00 | Pen 0.10 0.10
It   8000   1815 | T(s) 323.37 | Feas 38 36919.24 36919.48 | Inf 33 36892.51 36934.12 | Div 0.04 0.10 | Feas 0.54 1.00 | Pen 0.10 0.10
It   8500   2315 | T(s) 338.56 | Feas 33 36919.24 36919.75 | Inf 65 36892.51 36903.28 | Div 0.05 0.08 | Feas 0.40 1.00 | Pen 0.10 0.10
It   9000   2815 | T(s) 354.25 | Feas 61 36919.24 36919.24 | Inf 59 36892.51 36906.05 | Div 0.03 0.08 | Feas 0.49 1.00 | Pen 0.10 0.10
It   9500   3315 | T(s) 369.78 | Feas 42 36919.24 36920.89 | Inf 65 36892.51 36898.07 | Div 0.05 0.07 | Feas 0.40 1.00 | Pen 0.10 0.10
It  10000   3815 | T(s) 385.11 | Feas 38 36919.24 36919.67 | Inf 41 36892.51 36907.46 | Div 0.05 0.09 | Feas 0.45 1.00 | Pen 0.10 0.10
It  10500   4315 | T(s) 404.07 | Feas 40 36919.24 36921.20 | Inf 27 36892.51 36931.29 | Div 0.05 0.10 | Feas 0.42 1.00 | Pen 0.10 0.10
It  11000   4815 | T(s) 422.60 | Feas 65 36919.24 36919.91 | Inf 47 36890.23 36919.16 | Div 0.05 0.09 | Feas 0.39 1.00 | Pen 0.10 0.10
It  11500   5315 | T(s) 441.51 | Feas 53 36919.24 36919.91 | Inf 45 36890.23 36895.13 | Div 0.05 0.08 | Feas 0.46 1.00 | Pen 0.10 0.10
It  12000   5815 | T(s) 457.27 | Feas 63 36919.24 36919.53 | Inf 25 36890.23 36914.64 | Div 0.04 0.09 | Feas 0.41 1.00 | Pen 0.10 0.10
It  12500   6315 | T(s) 472.90 | Feas 42 36919.24 36920.09 | Inf 27 36888.30 36911.15 | Div 0.06 0.09 | Feas 0.37 1.00 | Pen 0.10 0.10
It  13000   6815 | T(s) 488.18 | Feas 27 36919.24 36921.23 | Inf 61 36887.10 36898.93 | Div 0.06 0.08 | Feas 0.39 1.00 | Pen 0.10 0.10
It  13500   7315 | T(s) 504.07 | Feas 57 36919.24 36919.72 | Inf 26 36887.10 36904.86 | Div 0.05 0.09 | Feas 0.43 1.00 | Pen 0.10 0.10
It  14000   7815 | T(s) 520.69 | Feas 49 36919.24 36920.30 | Inf 41 36887.10 36889.42 | Div 0.05 0.06 | Feas 0.38 1.00 | Pen 0.10 0.10
