=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-Li-n721/Vrp-Set-Li-n721-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 16 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 720 CLIENTS AND 16 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 6.09 | Feas 60 22235.66 22751.05 | NO-INFEASIBLE | Div 0.32 -1.00 | Feas 1.00 1.00 | Pen 30.60 0.85
It    500     12 | T(s) 15.95 | Feas 27 21527.64 21977.37 | NO-INFEASIBLE | Div 0.26 -1.00 | Feas 1.00 1.00 | Pen 13.58 0.38
It   1000      5 | T(s) 22.24 | Feas 35 21406.76 21434.49 | NO-INFEASIBLE | Div 0.18 -1.00 | Feas 1.00 1.00 | Pen 6.02 0.17
It   1500    220 | T(s) 27.88 | Feas 43 21393.03 21424.37 | NO-INFEASIBLE | Div 0.17 -1.00 | Feas 1.00 1.00 | Pen 2.67 0.10
It   2000     97 | T(s) 33.40 | Feas 31 21391.83 21475.34 | Inf 33 21854.43 21966.13 | Div 0.18 0.14 | Feas 0.80 1.00 | Pen 1.19 0.10
It   2500    164 | T(s) 39.93 | Feas 47 21391.83 21418.97 | Inf 54 21415.99 21742.53 | Div 0.17 0.21 | Feas 0.62 1.00 | Pen 0.53 0.10
It   3000    664 | T(s) 46.20 | Feas 37 21391.83 21484.30 | Inf 64 21397.76 21532.51 | Div 0.20 0.20 | Feas 0.44 1.00 | Pen 0.23 0.10
It   3500     89 | T(s) 52.04 | Feas 49 21390.63 21402.26 | Inf 62 21338.28 21398.56 | Div 0.16 0.18 | Feas 0.22 1.00 | Pen 0.12 0.10
It   4000    589 | T(s) 58.56 | Feas 57 21390.63 21398.31 | Inf 65 21342.65 21424.48 | Div 0.15 0.19 | Feas 0.21 1.00 | Pen 0.15 0.10
It   4500   1089 | T(s) 65.13 | Feas 40 21390.63 21398.35 | Inf 59 21369.97 21440.28 | Div 0.16 0.19 | Feas 0.22 1.00 | Pen 0.18 0.10
It   5000   1589 | T(s) 71.14 | Feas 54 21390.63 21398.04 | Inf 65 21320.28 21349.35 | Div 0.15 0.15 | Feas 0.28 1.00 | Pen 0.13 0.10
It   5500   2089 | T(s) 77.45 | Feas 47 21390.63 21396.77 | Inf 25 21342.11 21423.64 | Div 0.15 0.16 | Feas 0.21 1.00 | Pen 0.15 0.10
It   6000    244 | T(s) 83.57 | Feas 45 21389.43 21396.61 | Inf 47 21320.63 21338.82 | Div 0.14 0.15 | Feas 0.27 1.00 | Pen 0.13 0.10
It   6500    744 | T(s) 89.43 | Feas 55 21389.43 21392.33 | Inf 38 21319.44 21330.54 | Div 0.13 0.15 | Feas 0.18 1.00 | Pen 0.13 0.10
It   7000     30 | T(s) 95.39 | Feas 40 21389.43 21391.66 | Inf 54 21321.76 21344.75 | Div 0.12 0.16 | Feas 0.25 1.00 | Pen 0.13 0.10
It   7500    530 | T(s) 101.53 | Feas 65 21389.43 21391.47 | Inf 42 21321.76 21347.33 | Div 0.11 0.17 | Feas 0.17 1.00 | Pen 0.13 0.10
It   8000   1030 | T(s) 107.65 | Feas 29 21389.43 21399.73 | Inf 29 21323.62 21421.52 | Div 0.15 0.19 | Feas 0.14 1.00 | Pen 0.13 0.10
It   8500   1530 | T(s) 114.82 | Feas 31 21389.43 21390.49 | Inf 42 21286.50 21334.46 | Div 0.11 0.17 | Feas 0.21 1.00 | Pen 0.11 0.10
It   9000    214 | T(s) 121.14 | Feas 33 21389.43 21397.28 | Inf 44 21251.97 21299.24 | Div 0.13 0.16 | Feas 0.19 1.00 | Pen 0.10 0.10
It   9500    425 | T(s) 127.68 | Feas 31 21389.43 21391.50 | Inf 26 21223.25 21342.99 | Div 0.12 0.18 | Feas 0.22 1.00 | Pen 0.10 0.10
It  10000    102 | T(s) 134.64 | Feas 29 21389.43 21409.51 | Inf 58 21296.37 21341.44 | Div 0.14 0.16 | Feas 0.22 1.00 | Pen 0.12 0.10
