=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-A-n34/Vrp-Set-A-n34-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 9 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 33 CLIENTS AND 9 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 0.04 | Feas 44 780.94 787.37 | Inf 31 781.10 784.15 | Div 0.34 0.25 | Feas 0.70 1.00 | Pen 3.76 0.85
It    500    502 | T(s) 0.17 | Feas 52 780.94 787.89 | Inf 65 762.79 770.51 | Div 0.32 0.17 | Feas 0.20 1.00 | Pen 2.72 0.38
It   1000   1002 | T(s) 0.29 | Feas 34 780.94 791.61 | Inf 37 754.64 770.05 | Div 0.42 0.28 | Feas 0.23 1.00 | Pen 2.31 0.17
It   1500   1502 | T(s) 0.39 | Feas 27 780.94 794.94 | Inf 64 748.49 754.59 | Div 0.47 0.17 | Feas 0.27 1.00 | Pen 2.00 0.10
It   2000   2002 | T(s) 0.51 | Feas 48 780.94 787.29 | Inf 26 766.12 785.19 | Div 0.33 0.40 | Feas 0.14 1.00 | Pen 2.88 0.10
It   2500   2502 | T(s) 0.62 | Feas 25 780.94 799.71 | Inf 33 758.44 772.46 | Div 0.50 0.29 | Feas 0.24 1.00 | Pen 2.50 0.10
It   3000   3002 | T(s) 0.73 | Feas 30 780.94 792.33 | Inf 48 760.46 770.34 | Div 0.44 0.21 | Feas 0.14 1.00 | Pen 2.60 0.10
It   3500   3502 | T(s) 0.84 | Feas 43 780.94 788.45 | Inf 32 752.66 767.73 | Div 0.37 0.31 | Feas 0.21 1.00 | Pen 2.21 0.10
It   4000   4002 | T(s) 0.95 | Feas 54 780.94 787.06 | Inf 59 753.54 758.92 | Div 0.33 0.17 | Feas 0.17 1.00 | Pen 2.26 0.10
It   4500   4502 | T(s) 1.07 | Feas 25 780.94 801.21 | Inf 39 754.45 767.36 | Div 0.50 0.27 | Feas 0.23 1.00 | Pen 2.30 0.10
It   5000   5002 | T(s) 1.19 | Feas 50 780.94 788.17 | Inf 30 755.37 772.56 | Div 0.34 0.34 | Feas 0.18 1.00 | Pen 2.35 0.10
It   5500   5502 | T(s) 1.30 | Feas 27 780.94 796.12 | Inf 58 755.37 760.58 | Div 0.49 0.16 | Feas 0.20 1.00 | Pen 2.35 0.10
It   6000   6002 | T(s) 1.42 | Feas 59 780.94 786.74 | Inf 38 755.37 765.16 | Div 0.29 0.25 | Feas 0.24 1.00 | Pen 2.35 0.10
It   6500   6502 | T(s) 1.53 | Feas 25 780.94 802.94 | Inf 56 756.31 763.67 | Div 0.52 0.20 | Feas 0.22 1.00 | Pen 2.39 0.10
It   7000   7002 | T(s) 1.64 | Feas 61 780.94 786.99 | Inf 42 756.31 767.55 | Div 0.26 0.25 | Feas 0.24 1.00 | Pen 2.39 0.10
It   7500   7502 | T(s) 1.76 | Feas 30 780.94 795.26 | Inf 36 756.31 770.08 | Div 0.48 0.30 | Feas 0.23 1.00 | Pen 2.39 0.10
It   8000   8002 | T(s) 1.87 | Feas 61 780.94 787.36 | Inf 62 757.26 765.56 | Div 0.28 0.20 | Feas 0.10 1.00 | Pen 2.44 0.10
It   8500   8502 | T(s) 1.99 | Feas 38 780.94 790.34 | Inf 40 757.26 765.92 | Div 0.39 0.23 | Feas 0.23 1.00 | Pen 2.44 0.10
It   9000   9002 | T(s) 2.10 | Feas 48 780.94 787.38 | Inf 26 758.24 783.16 | Div 0.34 0.42 | Feas 0.20 1.00 | Pen 2.49 0.10
It   9500   9502 | T(s) 2.21 | Feas 62 780.94 787.90 | Inf 52 750.77 757.94 | Div 0.32 0.20 | Feas 0.20 1.00 | Pen 2.12 0.10
It  10000  10002 | T(s) 2.32 | Feas 65 780.94 786.82 | Inf 36 759.24 772.85 | Div 0.27 0.29 | Feas 0.23 1.00 | Pen 2.54 0.10
It  10500  10502 | T(s) 2.44 | Feas 48 780.94 788.23 | Inf 53 752.48 758.46 | Div 0.36 0.18 | Feas 0.20 1.00 | Pen 2.20 0.10
It  11000  11002 | T(s) 2.55 | Feas 52 780.94 788.60 | Inf 53 753.36 761.73 | Div 0.33 0.19 | Feas 0.17 1.00 | Pen 2.25 0.10
It  11500  11502 | T(s) 2.66 | Feas 27 780.94 797.04 | Inf 29 754.26 776.34 | Div 0.49 0.38 | Feas 0.25 1.00 | Pen 2.29 0.10
It  12000  12002 | T(s) 2.78 | Feas 36 780.94 790.98 | Inf 59 763.42 770.59 | Div 0.42 0.20 | Feas 0.25 1.00 | Pen 2.75 0.10
It  12500  12502 | T(s) 2.89 | Feas 29 780.94 796.67 | Inf 26 748.16 776.29 | Div 0.48 0.41 | Feas 0.26 1.00 | Pen 1.99 0.10
It  13000  13002 | T(s) 3.00 | Feas 64 780.94 788.12 | Inf 65 766.79 773.07 | Div 0.31 0.18 | Feas 0.14 1.00 | Pen 2.92 0.10
It  13500  13502 | T(s) 3.12 | Feas 53 780.94 787.06 | Inf 40 759.03 770.24 | Div 0.32 0.27 | Feas 0.19 1.00 | Pen 2.53 0.10
It  14000  14002 | T(s) 3.23 | Feas 62 780.94 787.49 | Inf 54 752.30 763.09 | Div 0.30 0.23 | Feas 0.31 1.00 | Pen 2.19 0.10
It  14500  14502 | T(s) 3.34 | Feas 26 780.94 799.57 | Inf 44 753.18 764.05 | Div 0.51 0.22 | Feas 0.19 1.00 | Pen 2.24 0.10
It  15000  15002 | T(s) 3.46 | Feas 29 780.94 795.12 | Inf 35 762.12 772.45 | Div 0.48 0.28 | Feas 0.14 1.00 | Pen 2.68 0.10
It  15500  15502 | T(s) 3.57 | Feas 40 780.94 790.56 | Inf 51 754.98 763.49 | Div 0.42 0.22 | Feas 0.31 1.00 | Pen 2.33 0.10
It  16000  16002 | T(s) 3.68 | Feas 45 780.94 789.10 | Inf 41 754.98 766.65 | Div 0.37 0.25 | Feas 0.16 1.00 | Pen 2.33 0.10
It  16500  16502 | T(s) 3.80 | Feas 64 780.94 786.58 | Inf 33 755.91 770.91 | Div 0.29 0.31 | Feas 0.19 1.00 | Pen 2.37 0.10
It  17000  17002 | T(s) 3.92 | Feas 50 780.94 788.67 | Inf 25 755.91 784.28 | Div 0.35 0.44 | Feas 0.18 1.00 | Pen 2.37 0.10
It  17500  17502 | T(s) 4.03 | Feas 47 780.94 788.35 | Inf 57 748.79 754.73 | Div 0.34 0.18 | Feas 0.28 1.00 | Pen 2.02 0.10
It  18000  18002 | T(s) 4.14 | Feas 40 780.94 788.58 | Inf 63 756.86 759.97 | Div 0.37 0.12 | Feas 0.16 1.00 | Pen 2.42 0.10
It  18500  18502 | T(s) 4.26 | Feas 61 780.94 787.96 | Inf 43 756.86 768.82 | Div 0.30 0.24 | Feas 0.23 1.00 | Pen 2.42 0.10
It  19000  19002 | T(s) 4.37 | Feas 55 780.94 785.70 | Inf 36 757.83 773.70 | Div 0.31 0.30 | Feas 0.18 1.00 | Pen 2.47 0.10
It  19500  19502 | T(s) 4.48 | Feas 26 780.94 800.00 | Inf 50 750.42 756.27 | Div 0.51 0.18 | Feas 0.29 1.00 | Pen 2.10 0.10
----- GENETIC ALGORITHM FINISHED AFTER 20000 ITERATIONS. TIME SPENT: 4.59034
----- WRITING BEST SOLUTION IN : baseline_results/cvrp_hgs/Vrp-Set-A-n34/Vrp-Set-A-n34-hgs/0.hgs1.tour
