=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-Golden-n421/Vrp-Set-Golden-n421-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 53 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 420 CLIENTS AND 53 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 0.88 | Feas 60 1900.01 1911.57 | NO-INFEASIBLE | Div 0.66 -1.00 | Feas 1.00 1.00 | Pen 1.62 0.85
It    500     14 | T(s) 2.80 | Feas 58 1865.29 1870.92 | Inf 55 1863.55 1876.09 | Div 0.54 0.53 | Feas 0.49 1.00 | Pen 0.72 0.38
It   1000    170 | T(s) 4.84 | Feas 50 1855.85 1861.20 | Inf 58 1858.59 1861.13 | Div 0.53 0.47 | Feas 0.23 1.00 | Pen 0.38 0.17
It   1500     93 | T(s) 6.91 | Feas 26 1842.68 1855.49 | Inf 42 1846.94 1851.44 | Div 0.58 0.49 | Feas 0.25 1.00 | Pen 0.38 0.10
It   2000     86 | T(s) 8.94 | Feas 41 1838.31 1845.54 | Inf 62 1841.37 1846.54 | Div 0.49 0.45 | Feas 0.17 1.00 | Pen 0.38 0.10
It   2500    168 | T(s) 10.92 | Feas 43 1834.78 1842.37 | Inf 47 1839.81 1844.79 | Div 0.47 0.46 | Feas 0.22 1.00 | Pen 0.38 0.10
It   3000    108 | T(s) 12.85 | Feas 49 1833.50 1838.98 | Inf 30 1836.43 1843.16 | Div 0.43 0.50 | Feas 0.17 1.00 | Pen 0.33 0.10
It   3500    608 | T(s) 14.69 | Feas 48 1833.50 1836.10 | Inf 54 1834.24 1837.59 | Div 0.41 0.40 | Feas 0.24 1.00 | Pen 0.33 0.10
It   4000    111 | T(s) 16.56 | Feas 55 1829.67 1835.16 | Inf 35 1832.74 1837.71 | Div 0.39 0.43 | Feas 0.22 1.00 | Pen 0.33 0.10
It   4500    611 | T(s) 18.41 | Feas 28 1829.67 1835.61 | Inf 59 1832.51 1836.01 | Div 0.43 0.39 | Feas 0.24 1.00 | Pen 0.33 0.10
It   5000      3 | T(s) 20.28 | Feas 25 1828.56 1839.20 | Inf 55 1830.81 1833.26 | Div 0.48 0.34 | Feas 0.16 1.00 | Pen 0.33 0.10
