baseline_results/cvrp_hgs/Vrp-Set-P-n55/Vrp-Set-P-n55-hgs/2.hgs1.vrp;1234;589.707;0.001397
baseline_results/cvrp_hgs/Vrp-Set-P-n55/Vrp-Set-P-n55-hgs/2.hgs1.vrp;1234;585.593;0.003017
baseline_results/cvrp_hgs/Vrp-Set-P-n55/Vrp-Set-P-n55-hgs/2.hgs1.vrp;1234;584.963;0.005925
baseline_results/cvrp_hgs/Vrp-Set-P-n55/Vrp-Set-P-n55-hgs/2.hgs1.vrp;1234;584.511;0.006625
baseline_results/cvrp_hgs/Vrp-Set-P-n55/Vrp-Set-P-n55-hgs/2.hgs1.vrp;1234;584.295;0.009835
baseline_results/cvrp_hgs/Vrp-Set-P-n55/Vrp-Set-P-n55-hgs/2.hgs1.vrp;1234;583.482;0.010836
baseline_results/cvrp_hgs/Vrp-Set-P-n55/Vrp-Set-P-n55-hgs/2.hgs1.vrp;1234;581.091;0.012802
baseline_results/cvrp_hgs/Vrp-Set-P-n55/Vrp-Set-P-n55-hgs/2.hgs1.vrp;1234;579.328;0.013353
baseline_results/cvrp_hgs/Vrp-Set-P-n55/Vrp-Set-P-n55-hgs/2.hgs1.vrp;1234;577.171;0.016548
baseline_results/cvrp_hgs/Vrp-Set-P-n55/Vrp-Set-P-n55-hgs/2.hgs1.vrp;1234;571.771;0.016994
baseline_results/cvrp_hgs/Vrp-Set-P-n55/Vrp-Set-P-n55-hgs/2.hgs1.vrp;1234;570.27;0.217701
